GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M3714,,China,Dafang Wufeng Coal Mine,,永贵能源开发有限责任公司五凤煤矿,,,https://www.gem.wiki/%E6%B0%B8%E8%B4%B5%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%BA%94%E5%87%A4%E7%85%A4%E7%9F%BF,Shelved,Permitted,New,,Yonggui Energy Development Liability Compnay [100%],E100000126257 [100%],,Henan Province Energy Chemical Group,China,1.8,,,,Underground,,34.5092,456.0,Estimate,,,Anthracite,Thermal,,,,,69.0,2021,257.0,38.0,,,52,2021,Jinsha,"Liulong , Dafang County",Bijie,Guizhou,Eastern Asia,Asia,27.168392,105.686865,Exact,,,,High-gas,2011,,,,,,49.4,0.033,23.6,1.6,2.7,1.0,156,2004,1,
M0201,,China,Dalaihushuo Coal Mine,,内蒙古吉煤矿业有限公司达来胡硕（霍林河二号）矿井,,https://www.gem.wiki/Dalaihushuo_coal_mine,https://www.gem.wiki/Dalaihushuo_coal_mine,Proposed,Construction,New,,Inner Mongolia Jimei Mining Industry Company [100%],E100002010351 [100%],,Jilin Province Coal Industry Group [41%]; Tibet Hengyisheng Investment Company [39%]; Fude Life Insurance Company [20%],China,6,,,,Underground,Longwall,37.74,456.0,Estimate,1176,Exact,Bituminous,Thermal,,,,,,,,,,,,,Huolinhe,,Holingol,Inner Mongolia,Eastern Asia,Asia,45.382698,119.486564,Exact,,,,,,,,,,,92.9,0.062,13.3,1.6,5.1,1.9,156,2004,1,
M0207,,China,Dazhong Coal Mine,,安阳大众煤业有限责任公司,,https://www.gem.wiki/Dazhong_coal_mine,https://www.gem.wiki/%E5%AE%89%E9%98%B3%E5%A4%A7%E4%BC%97%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Proposed,Construction,Expansion,,Anyang Dazhong Coal Industry Company [100%],E100000126243 [100%],,Jinqiu Holding Group [30%]; Anyang Sifang Real Estate Development Company [10%]; Yongmei Group [30%]; Henan Energy and Chemical Group [22%]; State-Owned Assets of the Municipal People's Government Supervision and Management Committee [6%]; Others [3%],China,1.2,,,,Underground,,16.04,456.0,Estimate,1397,Exact,Anthracite,Thermal,,,,,31.0,,,26.0,,,55,,,,Anyang,Henan,Eastern Asia,Asia,36.192541,114.092354,Exact,,,,Outburst,2024,,,,,,32.9,0.022,23.6,1.6,1.8,0.7,156,2004,1,
M3718,,China,Digua No.1 Coal Mine West Well,,盘州地瓜一号西井,,,https://www.gem.wiki/%E7%9B%98%E5%B7%9E%E5%9C%B0%E7%93%9C%E4%B8%80%E5%8F%B7%E8%A5%BF%E4%BA%95,Proposed,Announced,New,,Guizhou Pu'an Diguapo Coal Industry Company [100%],E100002010109 [100%],,Henan Province Energy Chemical Group,China,1.2,,,,Underground,,11.05,456.0,Estimate,,,Anthracite,Thermal,,,,,53.0,2024,266.0,44.0,,,,,Liupanshui,Zhuhai,Liupanshui,Guizhou,Eastern Asia,Asia,25.617339,104.82479,Approximate,,,,Outburst,2019,,,,,,32.9,0.022,23.6,1.6,1.8,0.7,156,2004,1,
M3722,,China,Fa'er No.2 Coal Mine East Well,,水城发耳二矿东井,,,https://www.gem.wiki/%E6%B0%B4%E5%9F%8E%E5%8F%91%E8%80%B3%E4%BA%8C%E7%9F%BF%E4%B8%9C%E4%BA%95,Proposed,Announced,New,,Guizhou Panjiang Hengpu Coal Industry Company [100%],E100000126109 [100%],,Guizhou Panjiang Investment Holding [Group] Company,China,1.8,,,,Underground,,,456.0,Estimate,,,Bituminous,Thermal & Met,,,,,,,,,,,,,Liupanshui,,Liupanshui,Guizhou,Eastern Asia,Asia,26.548144,104.957197,Approximate,,,,Outburst,2023,,,,,,27.9,0.019,13.3,1.6,1.5,0.6,156,2004,1,
M1998,,China,Jinjia Coal Mine,,贵州盘江精煤股份有限公司金佳矿,,https://www.gem.wiki/Jinjia_Coal_Mine,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E6%B1%9F%E7%B2%BE%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%87%91%E4%BD%B3%E7%9F%BF,Operating,,,,Guizhou Panjiang Refined Coal Company [100%],E100000123615 [100%],,Guizhou Panjiang Coal and Electricity Group,China,2.55,,2024,,Underground,Longwall,41.674,456.0,Estimate,2922,Exact,Anthracite,Thermal,,,,,323.0,2022,502.0,127.0,1996,,,,Liupanshui,Gangou Bridge,Liupanshui,Guizhou,Eastern Asia,Asia,25.706641,104.489688,Exact,,,,Outburst,2023,,,,,,70.0,0.047,23.6,1.6,3.9,1.4,156,2019,0,
M3741,,China,Jinsha Anneng Coal Mine,,贵州大西南矿业有限公司金沙县新化乡安能煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E5%A4%A7%E8%A5%BF%E5%8D%97%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%87%91%E6%B2%99%E5%8E%BF%E6%96%B0%E5%8C%96%E4%B9%A1%E5%AE%89%E8%83%BD%E7%85%A4%E7%9F%BF,Operating,,New,,Guizhou Daxiannan Mining Company [100%],E100000127367 [100%],,Ruiqian Investment Development Company,China,0.9,,2023,,Underground,Longwall,4.4521,250.0,Exact,623,Estimate,Anthracite,Thermal,,,,,21.0,2017,43.0,23.0,2023,,,,Jinsha,"Xinhua ship, Jinsha County",Bijie,Guizhou,Eastern Asia,Asia,27.37423,106.151263,Exact,,,,Outburst,2024,,,,,,19.8,0.013,18.9,1.6,1.1,0.4,156,2018,0,
M3743,,China,Jinsha County Xinda Coal Mine East Well,,贵州金沙县高坪镇鑫达煤矿东井,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E9%87%91%E6%B2%99%E5%8E%BF%E9%AB%98%E5%9D%AA%E9%95%87%E9%91%AB%E8%BE%BE%E7%85%A4%E7%9F%BF,Operating,,Expansion,,Guizhou Hengda Coal Industry Company [100%],E100002010068 [100%],,Guizhou Guoxing Mining Group,China,1,,2023,,Surface,Open Pit,4.1,640.0,Exact,708,Estimate,Anthracite,Thermal,,,,,18.0,2022,,18.0,2023,,,,Jinsha,Gaoping,Bijie,Guizhou,Eastern Asia,Asia,27.285995,106.386681,Exact,,,,High-gas,2024,,,,,,28.2,0.019,25.8,1.5,1.6,0.6,156,2018,0,
M3745,,China,Jinsha Dayun Coal Mine,,贵州浦鑫能源有限公司金沙县高坪乡大运煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B5%A6%E9%91%AB%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%87%91%E6%B2%99%E5%8E%BF%E9%AB%98%E5%9D%AA%E4%B9%A1%E5%A4%A7%E8%BF%90%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Guizhou Puxin Energy Company [100%],E100000126328 [100%],,Hong Kong Smartact Limited,China,1.2,,,,Underground,Longwall,16.9035,456.0,Estimate,,,Anthracite,Thermal,,,,,43.0,2016,90.0,36.0,,,,,Jinsha,"Gaoping ship, Jinsha County",Bijie,Guizhou,Eastern Asia,Asia,27.241667,106.425,Exact,,,,Outburst,2024,,,,,,32.9,0.022,23.6,1.6,1.8,0.7,156,2004,1,
M2013,,China,Mulei Kaiyuan Coal Mine,,木垒县凯源煤炭有限责任公司煤矿,,https://www.gem.wiki/Kaiyuan_Surface_Coal_Mine,https://www.gem.wiki/%E6%9C%A8%E5%9E%92%E5%8E%BF%E5%87%AF%E6%BA%90%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,Stage 2,Mulei Kaiyuan Coal Company [100%],E100000127347 [100%],,Mingji Kaiyuan Investment Company,China,4,,,,Underground,,4.1123,69.0,Exact,81,Exact,Bituminous,Thermal,,,,,86.0,2018,,96.0,,,87,2018,Zhundong,Beitashan,Changji,Xinjiang,Eastern Asia,Asia,44.550543,90.402931,Exact,Coal Plant,Huadian Xiheishan power station,https://www.gem.wiki/Huadian_Xiheishan_power_station,,,,,,,,18.3,0.012,3.9,1.6,1.0,0.4,156,2004,1,
M3760,,China,Liuzhi Liujiaba Coal Mine,,贵州浦鑫能源有限公司六枝特区新华乡六家坝煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B5%A6%E9%91%AB%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%85%AD%E6%9E%9D%E7%89%B9%E5%8C%BA%E6%96%B0%E5%8D%8E%E4%B9%A1%E5%85%AD%E5%AE%B6%E5%9D%9D%E7%85%A4%E7%9F%BF,Operating,,Expansion,,Guizhou Puxin Energy Company [100%],E100000126328 [100%],,Hong Kong Smartact Limited,China,0.6,,2023,,Underground,Longwall,5.0287,270.0,Exact,551,Exact,Anthracite,Thermal,,,,,9.0,2020,23.0,10.0,2009,,11,2020,Liupanshui,"Tianba , Xinhua ship, Liuzhi Special Zone",Liupanshui,Guizhou,Eastern Asia,Asia,26.405546,105.506368,Exact,,,,Outburst,2024,,,,,,13.6,0.009,19.5,1.6,0.8,0.3,156,2018,0,
M3775,,China,Panzhou Dahe Coal Mine,,六盘水恒鼎实业有限公司盘县淤泥乡大河煤矿,,,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E6%81%92%E9%BC%8E%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E6%B7%A4%E6%B3%A5%E4%B9%A1%E5%A4%A7%E6%B2%B3%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Liupanshui Hengding Industrial Company [100%],E100000127070 [100%],,Hengding Investment Holdings Limited,China,1.2,,,,Underground,Longwall,2.9345,456.0,Estimate,1050,Exact,Bituminous,Met,,,,,28.0,2019,,23.0,,,,,Liupanshui,"Yuni , Yuni ship, Pan County",Liupanshui,Guizhou,Eastern Asia,Asia,25.973053,104.764324,Exact,,,,Outburst,2023,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M3776,,China,Panzhou Honghui Coal Mine,,贵州紫森源集团投资有限公司盘州市鸿辉煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%B4%AB%E6%A3%AE%E6%BA%90%E9%9B%86%E5%9B%A2%E6%8A%95%E8%B5%84%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%B7%9E%E5%B8%82%E9%B8%BF%E8%BE%89%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Guizhou Zisenyuan Group Investment Company [100%],E100000126152 [100%],,Guizhou Zisenyuan Group Investment Company,China,1.2,,,,Underground,Longwall,3.5857,456.0,Estimate,,,Bituminous,Met,,,,,33.0,2016,69.0,27.0,,,,,Liupanshui,"Shiqiao , Panzhou City",Liupanshui,Guizhou,Eastern Asia,Asia,25.534984,104.544904,Exact,,,,Outburst,2024,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M3778,,China,Panzhou Jinhe Coal Mine,,六盘水恒鼎实业有限公司盘县淤泥乡金河煤矿,,,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E6%81%92%E9%BC%8E%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E6%B7%A4%E6%B3%A5%E4%B9%A1%E9%87%91%E6%B2%B3%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Liupanshui Hengding Industrial Company [100%],E100000127070 [100%],,Hengding Investment Holdings Limited,China,1.2,,,,Underground,Longwall,2.3022,550.0,Exact,,,Bituminous,Met,,,,,15.0,2019,23.0,13.0,,,,,Liupanshui,"Luomaixue , Silt ship, Panzhou City",Liupanshui,Guizhou,Eastern Asia,Asia,25.969402,104.772199,Exact,,,,Outburst,2023,,,,,,20.0,0.013,14.3,1.6,1.1,0.4,156,2004,1,
M3779,,China,Panzhou Laowadi Coal Mine,,贵州邦达能源开发有限公司盘县石桥老洼地煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E9%82%A6%E8%BE%BE%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E7%9F%B3%E6%A1%A5%E8%80%81%E6%B4%BC%E5%9C%B0%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Guizhou Bangda Energy Development Company [100%],E100000127075 [100%],,Guizhou Bangda Energy Development Company,China,1.2,,,,Underground,Longwall,5.3841,456.0,Estimate,,,Anthracite,Thermal,,,,,54.0,2019,92.0,36.0,,,,,Liupanshui,"Guolang , Shiqiao , Panzhou City",Liupanshui,Guizhou,Eastern Asia,Asia,25.627431,104.487394,Exact,,,,Outburst,2023,,,,,,32.9,0.022,23.6,1.6,1.8,0.7,156,2004,1,
M3780,,China,Panzhou Xiangxing Coal Mine,,六盘水恒鼎实业有限公司盘县西冲镇大湾祥兴煤矿,,,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E6%81%92%E9%BC%8E%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E8%A5%BF%E5%86%B2%E9%95%87%E5%A4%A7%E6%B9%BE%E7%A5%A5%E5%85%B4%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Liupanshui Hengding Industrial Company [100%],E100000127070 [100%],,Hengding Investment Holdings Limited,China,0.9,,,,Underground,Longwall,2.9474,456.0,Estimate,,,Bituminous,Met,,,,,20.0,2021,106.0,22.0,,,,,Liupanshui,"Dawan , Xichong , Panzhou City",Liupanshui,Guizhou,Eastern Asia,Asia,25.761849,104.569681,Exact,,,,Outburst,2024,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
M3783,,China,Panzhou Yangchang Coal Mine,,六盘水恒鼎实业有限公司盘县羊场乡羊场煤矿,,,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E6%81%92%E9%BC%8E%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E7%BE%8A%E5%9C%BA%E4%B9%A1%E7%BE%8A%E5%9C%BA%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Liupanshui Hengding Industrial Company [100%],E100000127070 [100%],,Hengding Investment Holdings Limited,China,0.9,,,,Underground,,2.3433,456.0,Estimate,,,Bituminous,Thermal & Met,,,,,39.0,2006,61.0,43.0,,,,,Liupanshui,"Qujiazhai , Yangchang ship, Panzhou City",Liupanshui,Guizhou,Eastern Asia,Asia,25.869089,104.841437,Exact,,,,Outburst,2024,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
M4388,,China,Panzhou Zhongheng Coal Mine,,贵州紫森源集团投资有限公司盘州市仲恒煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%B4%AB%E6%A3%AE%E6%BA%90%E9%9B%86%E5%9B%A2%E6%8A%95%E8%B5%84%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%B7%9E%E5%B8%82%E4%BB%B2%E6%81%92%E7%85%A4%E7%9F%BF,Operating,,,,Guizhou Zisenyuan Group Investment Co Ltd Zhongheng Coal Mine [100%],E100002010165 [100%],,Guizhou Zisenyuan Group Investment Co Ltd,China,0.9,,2023,,Underground,Longwall,2.9077,456.0,Estimate,1795,Exact,Bituminous,Met,,,,,38.0,2011,54.0,42.0,2013,,32,2011,Liupanshui,"Zhongshatuo Village, Panzhou City,",Liupanshui,Guizhou,Eastern Asia,Asia,25.719234,104.401995,Exact,,,,Outburst,2024,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2018,0,
M3787,,China,Qianxi Yangliu Coal Mine,,黔西市杨柳煤矿,,,https://www.gem.wiki/%E9%BB%94%E8%A5%BF%E5%B8%82%E6%9D%A8%E6%9F%B3%E7%85%A4%E7%9F%BF,Operating,,New,,Guizhou Zhongyi Jincaiqian Mining Company [100%],E100000124233 [100%],,Zhong Yi Jin Cai Qian Hong Kong Energy Holding Limited,China,0.9,,2023,,Underground,,1.2282,456.0,Estimate,623,Estimate,Anthracite,Thermal,,,,,16.0,2022,31.0,18.0,,,14,2022,Zhina,"Nayong ship, Zhijin County",Bijie,Guizhou,Eastern Asia,Asia,27.075,106.275,Exact,,,,Outburst,2024,,,,,,24.7,0.017,23.6,1.6,1.4,0.5,156,2018,1,
M3808,,China,Tongzi Jiyuan Coal Mine,,贵州渝能矿业有限责任公司桐梓县吉源煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B8%9D%E8%83%BD%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%A1%90%E6%A2%93%E5%8E%BF%E5%90%89%E6%BA%90%E7%85%A4%E7%9F%BF,Operating,,Expansion,,Guizhou Yuneng Mining Company [100%],E100000126837 [100%],,Chongqing Energy Investment Group,China,0.9,,2024,,Underground,Longwall,22.4092,456.0,Estimate,863,Estimate,Anthracite,Thermal,,,,,51.0,2020,96.0,57.0,,,41,2020,Muguamiao,"Luoqiao , Liaoyuan , Tongzi County",Zunyi,Guizhou,Eastern Asia,Asia,28.115035,106.768662,Exact,,,,Outburst,2024,,,,,,24.7,0.017,23.6,1.6,1.4,0.5,156,2019,1,
M3836,,China,Zhijin Majiatian Coal Mine,,贵州织金马家田煤业有限公司织金县后寨乡马家田煤矿,,,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%BB%87%E9%87%91%E9%A9%AC%E5%AE%B6%E7%94%B0%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BB%87%E9%87%91%E5%8E%BF%E5%90%8E%E5%AF%A8%E4%B9%A1%E9%A9%AC%E5%AE%B6%E7%94%B0%E7%85%A4%E7%9F%BF,Proposed,Permitted,Expansion,,Guizhou Zhijin Majiatian Coal Industry Company [100%],E100000127354 [100%],,Shenzhen Tongtai Investment Company,China,1.5,,,,Underground,,11.51,450.0,Exact,,,Anthracite,Thermal,,,,,40.0,2008,59.0,26.0,,,,,Zhina,"Majiatian , Zhijin County",Bijie,Guizhou,Eastern Asia,Asia,26.659571,105.525572,Exact,,,,Outburst,2024,,,,,,41.1,0.028,23.5,1.6,2.3,0.8,156,2004,1,
M0163,,China,Aimin Wendu Coal Mine,,内蒙古平煤阿鲁科尔沁旗煤业有限责任公司爱民温都煤矿,,https://www.gem.wiki/Aimin_Wendu_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E5%B9%B3%E7%85%A4%E9%98%BF%E9%B2%81%E7%A7%91%E5%B0%94%E6%B2%81%E6%97%97%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%88%B1%E6%B0%91%E6%B8%A9%E9%83%BD%E7%85%A4%E7%9F%BF,Operating,,New,,Inner Mongolia Pingmei Ar Khorchin Banner Coal Mine Company [100%],E100002010376 [100%],,Hebei Qian'an Chemical Company,China,1.2,,,,Underground,,11.98,350.0,Exact,764,Estimate,Lignite,Thermal,,,,,91.0,,186.0,76.0,,,50,,Shaogen,Tianshan,Chifeng,Inner Mongolia,Eastern Asia,Asia,43.7025,120.771111,Exact,,,,Low-gas,,,,,,,5.2,0.003,3.7,1.6,0.3,0.1,156,2004,1,
M2397,,China,Awuzisu Coal Mine,,新疆准东老君庙矿区四号矿井（阿吾孜苏煤矿）,,https://www.gem.wiki/Awuzisu_Coal_Mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E5%87%86%E4%B8%9C%E8%80%81%E5%90%9B%E5%BA%99%E7%9F%BF%E5%8C%BA%E5%9B%9B%E5%8F%B7%E7%9F%BF%E4%BA%95%EF%BC%88%E9%98%BF%E5%90%BE%E5%AD%9C%E8%8B%8F%E7%85%A4%E7%9F%BF%EF%BC%89%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,Proposed,Construction,New,Stage 1,Urumqi Xinweixin Import and Export Trade [100%],E100002009461 [100%],,Urumqi Xinweixin Import and Export Trade,China,1.2,,,,Underground,,20.7,456.0,Estimate,,,Bituminous,Thermal,,,,,273.0,2021,378.0,227.0,,,163,2022,,,Changji Hui Autonomous Prefecture,Xinjiang,Eastern Asia,Asia,44.464108,90.710062,Exact,,,,Low-gas,2022,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M0168,,China,Baijia Haizi Coal Mine,,内蒙古鄂尔多斯联海煤业有限公司白家海子煤矿,,https://www.gem.wiki/Baijia_Haizi_coal_mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E8%81%94%E6%B5%B7%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%99%BD%E5%AE%B6%E6%B5%B7%E5%AD%90%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Inner Mongolia Ordos Lianhai Coal Industry Company [100%],E100002010372 [100%],,Inner Mongolia Huineng Coal and Electricity Group [60%]; Inner Mongolia Ordos Investment Holding Group [38%]; Bayannaoer Zhuoyue Building Materials Company [1%],China,15,,,,Underground,Longwall,169.19,456.0,Estimate,1783,Exact,Bituminous,Thermal,,,,,2033.0,,,,2025,,,,Dongsheng,Galutu,Ordos,Inner Mongolia,Eastern Asia,Asia,38.356604,108.950826,Approximate,,,,Low-gas,2024,,,,,,232.1,0.156,13.3,1.6,12.8,4.6,156,2004,0,
M0171,,China,Baishupo Coal Mine,,准格尔旗柏树坡煤炭有限责任公司,,https://www.gem.wiki/Baishupo_coal_mine,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E6%9F%8F%E6%A0%91%E5%9D%A1%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Proposed,Construction,New,,Zhungeer Banner Baishupo Coal Company [100%],E100000126845 [100%],,Zhangjiagang Free Trade Zone Liyuan Energy Investment [11%]; Shanxi Coking Coal Group [7%]; Shanxi Financial Investment Holding Group [9%]; Mizuki Hongdao [Beijing] Asset Management Company [6%]; Inner Mongolia Jinyue Energy Group [8%]; Others [59%],China,1.2,,,,Underground,,5.71,456.0,Estimate,260,Exact,Bituminous,Thermal,,,,,25.0,,38.0,21.0,,,16,,Jungar,,Ordos,Inner Mongolia,Eastern Asia,Asia,39.725303,111.335131,Exact,,,,,,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M0172,,China,Baiyanghe Coal Mine,,新疆明基能源有限公司白杨河矿井,,https://www.gem.wiki/Baiyanghe_coal_mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E6%98%8E%E5%9F%BA%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%99%BD%E6%9D%A8%E6%B2%B3%E7%9F%BF%E4%BA%95,Proposed,Construction,New,Stage 1,Xinjiang Mingji Energy Company [100%],E100000126663 [100%],,Shandong Lutai Holding Group [75%]; Ming Kei Energy Investment Company [25%],China,1.2,,,,Underground,Longwall,20.57,456.0,Estimate,,,Bituminous,Thermal,,,,,504.0,2021,825.0,,2024,,,,,Queergou,Changji Hui Autonomous Prefecture,Xinjiang,Eastern Asia,Asia,44.048539,88.529268,Exact,,,,High-gas,2025,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,0,
M5574,,China,Beishan Surface Mine,新疆准东西黑山矿区资源整合区北山露天煤矿,新疆北山矿业有限公司北山露天煤矿,,https://www.gem.wiki/Beishan_open-pit_mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E5%8C%97%E5%B1%B1%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8C%97%E5%B1%B1%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Proposed,Permitted,New,Stage 1,Xinjiang Beishan Mining Company [100%],E100000126600 [100%],,Xinjiang Beishan Huiyuan Investment Company [80%]; Xinjiang Agricultural Sixth Division Aluminum Company [20%],China,3,,,,Surface,Open Pit,12.28,280.0,Estimate,170,Exact,Bituminous,Thermal,,,,,110.0,2021,187.0,37.0,,,,,Xiheishan mining area of Zhundong coalfeild,Qitai County,Changji,Xinjiang,Eastern Asia,Asia,44.556624,90.367085,Approximate,,,,,,,,,,,34.4,0.023,10.5,1.5,1.9,0.7,156,2004,1,
M3035,,China,Binchang Yangjiaping Coal Mine,,陕西彬长矿区杨家坪煤矿,,https://www.gem.wiki/Binchang_Yangjiaping_Coal_Mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%BD%AC%E9%95%BF%E7%9F%BF%E5%8C%BA%E6%9D%A8%E5%AE%B6%E5%9D%AA%E7%85%A4%E7%9F%BF#.E9.A1.B9.E7.9B.AE.E4.BF.A1.E6.81.AF,Proposed,Pre-Permit,New,,Pingmei Chang’an Energy Development Company [100%],E100002010668 [100%],,Shandong Energy,China,4.85,,,,Underground,,144.6,456.0,Estimate,,,Bituminous,Thermal,,,,,431.0,2023,1269.0,89.0,,,64,2023,Huanglong Jurassic,Zhuwei,Xianyang City,Shaanxi,Eastern Asia,Asia,35.068682,107.850094,Exact,,,,High-gas,2023,,,,,,75.1,0.05,13.3,1.6,4.1,1.5,156,2004,1,
