Year,Oil_Discoveries_Fixed,Oil_Cumulative_Discoveries_Fixed,Oil_Production_Fixed,Oil_Reserves_Fixed,Oil_discoveries_backdated,Oil_discoveries_cumulative_backdated,Oil_production_backdated,Oil_production_cumulative_backdated,Oil_reserves_backdated,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Oil_Discoveries_Richards_Fitted,Oil_Discoveries_Raw,Gas_Discoveries_Fixed,Gas_Cumulative_Discoveries_Fixed,Gas_Production_Fixed,Gas_Reserves_Fixed,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Gas_Discoveries_Raw,Coal_Discoveries_Fixed,Coal_Cumulative_Discoveries_Fixed,Coal_Production_Fixed,Coal_Reserves_Fixed,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves,Coal_Discoveries_Raw
1982,58.12312822241072,9717.287724200534,117.14,9600.147724200535,160.653465326,9849.2630507,118.70682020599999,2933.70724967,6915.555801029999,160.653465326,9849.2630532193,117.14,2855.460000000001,6993.803053219299,9723.129710518311,817.0817087829442,44.3896088938362,6501.3023855087595,52.5509568,6448.75142870876,18.53378163141923,1570.9935598889697,52.5509568,1072.33473488,498.6588250089696,163.9936052952024,54.890541828385466,22928.90663008205,79.94,22848.96663008205,122.9122,2035.0861468999997,79.94,3470.929999999999,-1435.8438530999997,122.9122
1983,56.27339769860672,9773.561121899142,115.64,9657.921121899142,79.55805580299999,9928.821111199999,118.00408379699998,3051.7113330399998,6877.109778159999,79.55805580299999,9928.8211090223,115.64,2971.100000000001,6957.721109022299,9882.916685748669,299.3038939671095,43.09386491764927,6544.396250426409,53.021016,6491.375234426409,17.54111917932417,1588.5346790682938,53.021016,1125.35575088,463.17892818829387,103.94324600019125,51.23125353576995,22980.13788361782,79.69,22900.44788361782,71.53724000000001,2106.6233869,79.69,3550.619999999999,-1443.9966130999996,71.53724
1984,54.45477785947921,9828.01589975862,117.91,9710.10589975862,153.735373525,10082.5564832,119.77337281499999,3171.48470616,6911.071777040001,153.735373525,10082.5564825473,117.91,3089.0100000000007,6993.546482547299,10038.310439328925,617.3755677780523,41.81230904560145,6586.20855947201,57.5590284,6528.64953107201,31.7192816623966,1620.2539607306903,57.5590284,1182.91477928,437.3391814506904,51.12959395021066,47.79207851956533,23027.929962137383,83.18,22944.749962137383,73.24974999999999,2179.8731368999997,83.18,3633.799999999999,-1453.9268630999995,73.24975
1985,52.6687046985311,9880.684604457152,116.88,9763.804604457153,180.63906393,10263.1955453,119.25396104799998,3290.73866733,6972.4568779699985,180.63906393,10263.1955464773,116.88,3205.890000000001,7057.305546477299,10189.301957653624,3178.0889414610137,40.546374269865886,6626.754933741876,59.0772384,6567.677695341876,10.36160147331202,1630.6155622040023,59.0772384,1241.99201768,388.62354452400245,598.6360865567533,44.562950284848476,23072.492912422233,87.4,22985.09291242223,95.678119,2275.5512558999994,87.4,3721.199999999999,-1445.6487440999997,95.678119
1986,50.91646401821379,9931.601068475366,122.65,9808.951068475366,115.301530159,10378.4970743,123.816405052,3414.5550722599996,6963.942002039999,115.301530159,10378.4970766363,122.65,3328.540000000001,7049.9570766363,10335.894890888598,522.8284043968664,39.29739724625706,6666.052330988133,60.605226,6605.447104988133,19.395423383148287,1650.0109855871506,60.605226,1302.5972436799998,347.4137419071508,63.447020394784396,41.5338255323952,23114.026737954628,89.47,23024.556737954626,67.01983988227738,2342.5710957822766,89.47,3810.669999999999,-1468.098904217722,67.0198398822774
1987,49.199193683644026,9980.80026215901,122.93,9857.87026215901,93.778577835,10472.2756561,125.644146771,3540.19921897,6932.076437130001,93.778577835,10472.2756544713,122.93,3451.4700000000007,7020.8056544713,10478.104590101606,735.9701185160555,38.06661649460333,6704.118947482736,63.6428808,6640.476066682736,74.65114483459308,1724.6621304217438,63.6428808,1366.2401244799998,358.4220059417439,126.904061613219,38.694757227341,23152.72149518197,91.16,23061.56149518197,88.1969,2430.767995782277,91.16,3901.829999999999,-1471.062004217722,88.1969
1988,47.517886663533204,10028.318148822542,128.19,9900.128148822541,83.78577859399999,10556.0614314,129.133678184,3669.33289691,6886.728534489999,83.78577859399999,10556.0614330653,128.19,3579.6600000000008,6976.4014330653,10615.957156773535,1092.7457653997399,36.85517133290629,6740.974118815642,66.4479648,6674.5261540156425,75.99407266429688,1800.6562030860407,66.4479648,1432.6880892799998,367.96811380604095,720.2523798994007,36.035956298833234,23188.757451480804,93.37,23095.387451480805,35.10324289340753,2465.8712386756843,93.37,3995.1999999999994,-1529.3287613243142,35.10324289340753
1989,45.87339477693418,10074.191543599476,129.73,9944.461543599476,110.68946893799999,10666.7509029,131.567113913,3800.90001125,6865.8508916499995,110.689468938,10666.7509020033,129.73,3709.390000000001,6957.3609020033,10749.48851149756,235.37894975705552,35.66410151125005,6776.638220326892,68.7491784,6707.889041926892,86.82816320359956,1887.4843662896403,68.7491784,1501.43726768,386.0470986096405,170.3658751088445,33.54784291876188,23222.305294399564,95.02,23127.285294399564,127.8408,2593.712038675684,95.02,4090.2199999999984,-1496.5079613243142,127.8408
1990,44.26643306378123,10118.457976663258,132.22,9986.237976663258,103.00270027699999,10769.7535997,132.886609488,3933.78662086,6835.96697884,103.002700277,10769.7536022803,132.22,3841.6100000000006,6928.143602280301,10878.743487639846,381.2607478652859,34.49434750577471,6811.132567832667,70.9097976,6740.222770232666,45.21090616271557,1932.695272452356,70.9097976,1572.34706528,360.34820717235607,359.0424720332344,31.221088327966772,23253.52638272753,94.84,23158.68638272753,82.59656000000001,2676.308598675684,94.84,4185.059999999999,-1508.7514013243144,82.59656
1991,42.69758469605016,10161.155561359308,131.86,10029.295561359308,67.643564351,10837.397164599999,133.08041027,4066.8670311299998,6770.53013347,67.643564351,10837.3971666313,131.86,3973.4700000000007,6863.9271666313,11003.774954763534,179.1937122061656,33.34675142786549,6844.479319260532,71.854884,6772.624435260532,16.395686632940613,1949.0909590852968,71.854884,1644.20194928,304.8890098052966,39.72032708633442,29.046648171143758,23282.573030898675,92.26,23190.313030898677,194.20990000000003,2870.518498675684,92.26,4277.319999999999,-1406.8015013243148,194.2099
1992,41.16730634852285,10202.322867707831,133.77,10068.552867707831,105.69306928699999,10943.0902359,132.85603537299997,4199.72306632,6743.367169579999,105.693069287,10943.0902359183,133.77,4107.240000000001,6835.850235918299,11124.642975715973,73.8313827061876,32.222058500233935,6876.701377760766,72.0660312,6804.635346560766,24.91495708887726,1974.0059161741735,72.0660312,1716.26798048,257.73793569417376,83.20466803200628,27.015788276603644,23309.58881917528,92.06,23217.528819175277,68.21723894049657,2938.7357376161804,92.06,4369.379999999999,-1430.6442623838188,68.21723894049657
1993,39.67593394931914,10241.99880165715,133.58,10108.41880165715,71.10261028199999,11014.192848499999,133.079096452,4332.80216265,6681.390685849999,71.10261028199999,11014.1928462003,133.58,4240.820000000001,6773.372846200299,11241.414000449635,105.83815395328158,31.120919048492834,6907.822296809259,72.8866692,6834.9356276092585,18.002525942688774,1992.0084421168624,72.8866692,1789.15464968,202.8537924368627,22.32360290421474,25.120103774652787,23334.708922949932,89.29,23245.41892294993,114.38675,3053.1224876161805,89.29,4458.669999999999,-1405.547512383819,114.38675
1994,38.223688733904496,10280.222490391054,135.43,10144.792490391053,62.26282626999999,11076.4556705,134.704873759,4467.50703647,6608.94863403,62.26282626999999,11076.4556724703,135.43,4376.250000000001,6700.205672470299,11354.160098893315,139.8229385914978,30.043890955026228,6937.866187764285,73.953072,6863.913115764285,29.88470716430493,2021.893149281168,73.953072,1863.10772168,158.7854276011676,77.41947702583526,23.351532396881154,23358.060455346815,91.34,23266.720455346815,55.22809,3108.3505776161805,91.34,4550.009999999999,-1441.6594223838188,55.228089999999995
1995,36.810683529640066,10317.033173920694,137.29,10179.743173920693,68.412241211,11144.867914699998,137.18370416300002,4604.69074045,6540.177174249999,68.412241211,11144.8679136813,137.29,4513.540000000001,6631.327913681298,11462.958234511016,258.55341351203236,28.99144252138262,6966.857630285668,75.1806072,6891.677023085668,13.48865880477417,2035.3818080859417,75.1806072,1938.28832888,97.09347920594178,84.39052171880498,21.702362740129775,23379.762818086943,94.13,23285.632818086942,57.43795000000001,3165.7885276161805,94.13,4644.139999999999,-1478.3514723838189,57.43795
1996,35.43692920247786,10352.470103123173,140.94,10211.530103123172,72.255625572,11217.123537099998,140.63598446199998,4745.32672479,6471.796812309998,72.255625572,11217.123539253298,140.94,4654.4800000000005,6562.643539253298,11567.88957958129,769.2233295999345,27.96395568475009,6994.821585970418,78.839874,6915.981711970418,44.21208751917542,2079.5938956051173,78.839874,2017.12820288,62.46569272511738,205.68465161667868,20.165238215136167,23399.92805630208,95.4,23304.52805630208,76.77314,3242.5616676161803,95.4,4739.539999999999,-1496.9783323838187,76.77314
1997,34.10234120186278,10386.572444325035,144.08,10242.492444325035,69.565256501,11286.688797199999,144.82215984799998,4890.148884759999,6396.539912439999,69.565256501,11286.6887957543,144.08,4798.56,6488.128795754298,11669.03887269652,1109.497553238692,26.961729535416033,7021.783315505834,78.7787028,6943.004612705834,26.750711177733365,2106.344606782851,78.7787028,2095.90690568,10.437701102850951,49.49631101305854,18.733157336350537,23418.661213638432,96.8,23321.861213638433,88.99849,3331.5601576161803,96.8,4836.339999999999,-1504.779842383819,88.99849
1998,32.806746145179524,10419.379190470214,147.72,10271.659190470215,88.397839754,11375.086636099999,146.765416657,5036.9143016,6338.172334499999,88.397839754,11375.086635508298,147.72,4946.280000000001,6428.806635508297,11766.493818516921,280.160014895987,25.98498408301045,7047.7682995888445,80.8644024,6966.903897188845,64.46470599997353,2170.809312782824,80.8644024,2176.77130808,-5.96199529717569,185.54295922192355,17.399470945092915,23436.060684583525,95.06,23341.000684583523,92.87528,3424.4354376161805,95.06,4931.4,-1506.9645623838192,92.87528
1999,31.54988838843617,10450.92907885865,144.38,10306.54907885865,153.735373525,11528.822008099998,145.451307687,5182.36560947,6346.456398629998,153.735373525,11528.822009033298,144.38,5090.660000000001,6438.162009033297,11860.344529414217,265.4628507331743,25.03386422139841,7072.802163810243,83.1699072,6989.632256610243,22.578647599843837,2193.387960382668,83.1699072,2259.94121528,-66.55325489733195,67.35272674406147,16.15787689567697,23452.218561479203,95.09,23357.128561479203,106.7459,3531.1813376161804,95.09,5026.49,-1495.3086623838194,106.7459
2000,30.3314365348541,10481.260515393504,150.64,10330.620515393504,213.69216921499998,11742.5141764,149.646086696,5332.0116958,6410.5024806,213.692169215,11742.5141782483,150.64,5241.300000000001,6501.214178248298,11950.683008300048,1575.9499604964726,24.10844384467689,7096.91060765492,86.4258048,7010.4848028549195,42.588934026531696,2235.9768944092,86.4258048,2346.36702008,-110.39012567080044,436.6558115009283,15.002412674980643,23467.220974154185,96.49,23370.730974154183,129.820097,3661.00143461618,96.49,5122.98,-1461.9785653838194,129.820097
2001,29.150989839021108,10510.411505232525,150.63,10359.781505232526,121.4509451,11863.9651215,149.245165416,5481.2568614599995,6382.70826004,121.4509451,11863.965123348298,150.63,5391.930000000001,6472.035123348297,12037.602671650668,290.1649061383352,23.208730069299367,7120.119337724219,88.467048,7031.6522897242185,13.953350130786005,2249.930244539986,88.467048,2434.83406808,-184.9038235400144,70.05022920684443,13.927446369572072,23481.148420523758,100.58,23380.568420523756,175.92602,3836.92745461618,100.58,5223.56,-1386.6325453838194,175.92602
2002,28.008084468944308,10538.419589701469,148.81,10389.60958970147,81.479747953,11945.4448711,147.51979963099998,5628.77666103,6316.668210070001,81.479747953,11945.4448713013,148.81,5540.740000000002,6404.704871301297,12121.197911506253,199.91833827627536,22.334667520509125,7142.454005244728,90.5304168,7051.923588444728,20.945908777552035,2270.876153317538,90.5304168,2525.36448488,-254.488331562462,57.30397203015271,12.927666342961516,23494.07608686672,101.79,23392.28608686672,156.83774,3993.76519461618,101.79,5325.349999999999,-1331.5848053838197,156.83774
2003,26.90219959410913,10565.321789295578,155.42,10409.901789295578,49.195319534099994,11994.6401938,151.001731542,5779.77839245,6214.86180135,49.1953195341,11994.640190835398,155.42,5696.160000000002,6298.480190835397,12201.563695036946,164.23033914479925,21.486142644726453,7163.940147889455,93.7687428,7070.171405089455,13.044892819378308,2283.921046136916,93.7687428,2619.13322768,-335.2121815430837,50.240198260658566,11.998069937005706,23506.074156803727,109.26,23396.814156803728,134.52209858732877,4128.287293203509,109.26,5434.61,-1306.3227067964908,134.52209858732877
2004,25.83276327201768,10591.154552567596,163.21,10427.944552567596,63.03150313,12057.671695099998,155.53539769799997,5935.313790269999,6122.357904829999,63.03150313,12057.671693965398,163.21,5859.370000000002,6198.301693965396,12278.795200122404,63.16964200793647,20.662988012865828,7184.603135902321,96.9569244,7087.6462115023205,22.954958985509123,2306.8760051224253,96.9569244,2716.09015208,-409.2141469575745,64.8905480942124,11.133951468172201,23517.208108271898,118.7,23398.508108271897,184.73467725,4313.021970453508,118.7,5553.31,-1240.288029546491,184.73467725
2005,24.799158111003806,10615.9537106786,164.6,10451.353710678599,55.7290729051,12113.4007644,159.80996129099998,6095.123751499999,6018.2770129,55.7290729051,12113.400766870498,164.6,6023.970000000002,6089.430766870496,12352.98748528392,40.346223677787016,19.864986583044832,7204.468122485366,99.2796624,7105.1884600853655,13.641526571307928,2320.5175316937334,99.2796624,2815.36981448,-494.8522827862666,43.23590859662048,10.330889750412307,23527.53899802231,126.17,23401.368998022313,194.282096,4507.304066453508,126.17,5679.48,-1172.1759335464913,194.282096
2006,23.800726690962726,10639.754437369562,166.07,10473.684437369562,139.51485149299998,12252.9156212,159.328407954,6254.4521586,5998.4634626,139.51485149299998,12252.9156183635,166.07,6190.040000000002,6062.875618363497,12424.235192232718,1315.5855657426116,19.09187589480537,7223.559998380171,102.665376,7120.894622380171,38.579185132648696,2359.096716826382,102.665376,2918.03519048,-558.9384736536181,372.03939275356186,9.584735340151283,23537.123733362463,132.54,23404.583733362462,280.407649,4787.711715453508,132.54,5812.02,-1024.3082845464914,280.407649
2007,22.836776728172826,10662.591214097734,165.73,10496.861214097735,103.00270027699999,12355.918317999998,160.843408956,6415.295567799999,5940.622750199999,103.002700277,12355.9183186405,165.73,6355.770000000001,6000.148318640498,12492.632279250984,61.003148622102174,18.34335217038143,7241.903350550553,105.4031256,7136.500224950553,17.98739577289416,2377.084112599276,105.4031256,3023.43831608,-646.3542034807238,55.343946348560216,8.891597668363595,23546.015331030827,138.39,23407.625331030828,236.462465,5024.174180453508,138.39,5950.41,-926.2358195464922,236.462465
2008,21.906585973900015,10684.497800071635,167.49,10517.007800071635,182.94509451,12538.8634119,160.90412683099999,6576.1996964,5962.6637155,182.94509451,12538.8634131505,167.49,6523.260000000001,6015.6034131504975,12558.27178360048,118.93139255200992,17.619074301913184,7259.522424852466,109.261116,7150.261308852467,17.378149011626633,2394.4622616109027,109.261116,3132.69943208,-738.2371704690972,37.00432064861138,8.247832196439601,23554.263163227268,142.94,23411.32316322727,363.7308852230309,5387.9050656765385,142.94,6093.349999999999,-705.444934323461,363.73088522303084
2009,21.009406840145946,10705.507206911781,163.32,10542.187206911782,114.14851486899998,12653.011925,158.612591193,6734.812286799999,5918.199638200002,114.14851486899998,12653.0119280195,163.32,6686.580000000001,5966.431928019499,12621.245611152133,174.35437352445075,16.918667706750107,7276.4410925592165,105.8724756,7170.568616959216,58.56367436381855,2453.025935974721,105.8724756,3238.57190768,-785.545971705279,36.929019620293616,7.650027708181889,23561.91319093545,142.73,23419.18319093545,378.95337,5766.858435676539,142.73,6236.079999999999,-469.2215643234604,378.95337
2010,20.14447074868871,10725.65167766047,166.55,10559.10167766047,155.272727245,12808.2846556,160.900640864,6895.712926199999,5912.5717294000015,155.272727245,12808.2846552645,166.55,6853.130000000001,5955.154655264498,12681.644351447141,382.53967073029503,16.241728036183385,7292.6828205954,113.4075456,7179.2752749954,43.36889111201109,2496.394827086732,113.4075456,3351.97945328,-855.5846261932679,203.47794874741192,7.09499382949228,23569.00818476494,150.39,23418.618184764942,484.129227,6250.987662676539,150.39,6386.469999999999,-135.48233732346034,484.129227
2011,19.31099220263174,10744.962669863102,167.84,10577.122669863102,89.935193535,12898.219846999998,161.418537391,7057.1314617,5841.088385299999,89.935193535,12898.2198487995,167.84,7020.970000000001,5877.249848799498,12739.557116431588,156.60969592194556,15.58782472565473,7308.270645321055,117.272232,7190.998413321055,13.91445274126426,2510.3092798279963,117.272232,3469.25168528,-958.9424054520036,175.49094986543489,6.579748847796723,23575.58793361274,161.06,23414.52793361274,637.3088155436643,6888.296478220203,161.06,6547.53,340.7664782202037,637.3088155436644
2012,18.508172581930022,10763.470842445033,172.52,10590.950842445032,67.259225921,12965.4790753,163.738316944,7220.8697845,5744.6092908,67.259225921,12965.4790747205,172.52,7193.490000000002,5771.989074720497,12795.071401150637,244.15683451459455,14.956504377358296,7323.227149698413,119.7427788,7203.4843708984135,19.79574343398618,2530.1050232619823,119.7427788,3588.99446408,-1058.8894408180176,280.265198239552,6.101507888534131,23581.689441501276,162.75,23418.939441501276,366.62359375,7254.920071970203,162.75,6710.28,544.6400719702033,366.62359375
2013,17.73520366655726,10781.20604611159,172.75,10608.45604611159,61.49414941,13026.973224099998,163.709876975,7384.5796569,5642.393567199998,61.49414941,13026.9732241305,172.75,7366.240000000002,5660.733224130498,12848.272964742137,895.9920289932807,14.347293968477825,7337.574443666891,121.164984,7216.409459666891,15.192030669479797,2545.297053931462,121.164984,3710.15944808,-1164.862394148538,202.26923976705018,5.657671491581852,23587.34711299286,165.37,23421.97711299286,281.657962,7536.578033970203,165.37,6875.65,660.9280339702036,281.657962
2014,16.991270892597683,10798.19731700419,176.81,10621.38731700419,44.5832583253,13071.556483199998,167.044070485,7551.6237283,5519.932754899998,44.5832583253,13071.5564824558,176.81,7543.050000000002,5528.506482455797,12899.24573013081,118.72901905282856,13.759703880746748,7351.334147547638,123.6816576,7227.652489947638,13.03370202837909,2558.330755959841,123.6816576,3833.84110568,-1275.510349720159,102.97610169117112,5.245814618790365,23592.592927611648,164.96,23427.63292761165,230.19779,7766.775823970203,164.96,7040.61,726.1658239702037,230.19779
2015,16.27555634851972,10814.472873352708,182.74,10631.732873352708,27.672367234499998,13099.2288526,172.423150586,7724.046877299999,5375.1819753,27.6723672345,13099.228849690298,182.74,7725.790000000002,5373.438849690297,12948.071700891509,58.962620423445,13.193230748741717,7364.5273782963795,126.282204,7238.245174296379,8.944022635090517,2567.274778594932,126.282204,3960.12330968,-1392.8485310850683,171.52207780624377,4.8636761148531855,23597.4566037265,160.37,23437.0866037265,243.042114,8009.817937970203,160.37,7200.98,808.8379379702037,243.042114
2016,15.58724151959953,10830.060114872307,183.26,10646.800114872307,27.672367234499998,13126.9012159,172.114469663,7896.1613480000005,5230.739867899999,27.6723672345,13126.901216924798,183.26,7909.050000000002,5217.851216924796,12994.830893821445,104.01779374700118,12.647360126506822,7377.174738422887,127.6010424,7249.573696022887,3.1270083374182573,2570.40178693235,127.6010424,4087.72435208,-1517.32256514765,34.97129490590865,4.50914863438613,23601.965752360884,151.58,23450.385752360882,472.765773,8482.583710970202,151.58,7352.559999999999,1130.023710970203,472.765773
2017,14.925509789887078,10844.985624662195,183.59,10661.395624662195,38.049504948199996,13164.950722299998,172.73861379399997,8068.899964599999,5096.050757699999,38.0495049482,13164.950721872998,183.59,8092.640000000002,5072.310721872996,13039.60128583562,123.48334766980251,12.121568973308628,7389.2963073961955,132.187428,7257.108879396195,17.70241293165277,2588.104199864003,132.187428,4219.91178008,-1631.8075802159974,19.9655989560475,4.180269041683897,23606.14602140257,155.01,23451.13602140257,467.6672945873288,8950.251005557531,155.01,7507.57,1442.6810055575315,467.40639458732875
2018,14.289548711781553,10859.275173373977,187.89,10671.385173373978,33.8217821755,13198.7725017,175.614622823,8244.5145848,4954.2579169,33.8217821755,13198.772504048498,187.89,8280.530000000002,4918.242504048496,13082.458773875456,522.9443238123362,11.61532796110082,7400.911635357296,138.80952,7262.1021153572965,6.488321170774347,2594.5925210347773,138.80952,4358.72130008,-1764.128779045223,114.1880396282593,3.8752092844585793,23610.021230687027,162.3,23447.721230687028,728.9265756201308,9679.177581177662,162.3,7669.87,2009.3075811776623,726.5874496746575
2019,13.678552053893885,10872.953725427871,187.53,10685.42372542787,18.44823,13217.2207317,175.47632118299998,8419.9909058,4797.2298259,18.44823,13217.220734048498,187.53,8468.060000000003,4749.160734048495,13123.477146596855,852.8325474891194,11.12810360704274,7412.039738964339,142.8635232,7269.17621576434,17.391986710277244,2611.9845077450545,142.8635232,4501.58482328,-1889.6003155349451,105.12383234689099,3.592267737069571,23613.613498424096,163.95,23449.663498424095,486.2395803809931,10165.417161558657,163.95,7833.82,2331.597161558655,486.2395803809931
2020,13.091721638183534,10886.045447066055,174.82,10711.225447066055,76.25,13293.4707317,178.73033424657513,8598.721240046574,4694.749491653425,76.25,13293.470734048498,174.82,8642.880000000003,4650.590734048496,13162.728066680125,180.81247792427504,10.659360235821477,7422.699099200161,138.9816,7283.717499200161,20.167456486871767,2632.1519642319263,138.9816,4640.56642328,-2008.4144590480737,342.8741776826856,3.3298610062070164,23616.943359430305,156.22,23460.723359430303,409.46155694920594,10574.87871850786,156.22,7990.04,2584.83871850786,406.5194082619863
2021,12.528268978037913,10898.573716044093,177.09,10721.483716044093,28.669999999999998,13322.140731699998,180.329628904109,8779.050868950682,4543.089862749315,28.67,13322.140734048498,177.09,8819.970000000003,4502.170734048495,13200.281062679129,62.7020192418196,10.20856177707392,7432.907660977235,145.9231308,7286.984530177235,3.2197231526790144,2635.371687384605,145.9231308,4786.48955408,-2151.1178666953947,21.36222597924808,3.0865161881458354,23620.02987561845,162.5,23457.52987561845,561.6865555873287,11136.565274095188,162.5,8152.54,2984.0252740951883,561.6865555873287
2022,11.987416728428814,10910.561132772522,184.52,10726.041132772521,122.0,13444.140731699998,181.9289235616444,8960.979792512328,4483.16093918767,122.0,13444.140734048498,184.52,9004.490000000003,4439.650734048495,13236.20352940023,205.7086643188181,9.775173404021174,7442.682834381256,145.577376,7297.105458381256,8.65080796772211,2644.022495352327,145.577376,4932.06693008,-2288.044434727673,57.138989656850256,2.860863564950213,23622.8907391834,174.56,23448.3307391834,314.554531142198,11451.119805237386,174.56,8327.1,3124.0198052373853,305.21912388099315
2023,11.468399959862074,10922.029532732384,0.0,10922.029532732384,18.299999999999997,13462.440731699999,188.0289235616442,9149.008716073971,4313.432015626027,18.3,13462.440734048498,0.0,9004.490000000003,4457.950734048494,13270.560735873105,61.40924177713645,9.358663019838557,7452.041497401095,0.0,7452.041497401095,6.458879330579592,2650.481374682907,0.0,4932.06693008,-2281.585555397093,48.82302420811049,2.6516297249760514,23625.542368908376,0.0,23625.542368908376,560.99576,12012.115565237384,0.0,8327.1,3685.015565237385,560.99576
2024,10.970467267617574,10933.000000000002,0.0,10933.000000000002,18.299999999999997,13480.740731699998,194.1289235616442,9343.137639635615,4137.6030920643825,18.3,13480.740734048495,0.0,9004.490000000003,4476.2507340484935,13303.415840044063,102.8144729418196,8.958502598904282,7460.999999999999,0.0,7460.999999999999,1.5329385902560322,2652.0143132731628,0.0,4932.06693008,-2280.052616806837,8.410555901497577,2.4576310916421953,23628.00000000002,0.0,23628.00000000002,534.381875,12546.497440237385,0.0,8327.1,4219.397440237384,534.381875
