Year,Oil_Discoveries_Fixed,Oil_Cumulative_Discoveries_Fixed,Oil_Production_Fixed,Oil_Reserves_Fixed,Oil_discoveries_backdated,Oil_discoveries_cumulative_backdated,Oil_production_backdated,Oil_production_cumulative_backdated,Oil_reserves_backdated,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Oil_Discoveries_Richards_Fitted,Oil_Discoveries_Raw,Gas_Discoveries_Fixed,Gas_Cumulative_Discoveries_Fixed,Gas_Production_Fixed,Gas_Reserves_Fixed,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Gas_Discoveries_Raw,Coal_Discoveries_Fixed,Coal_Cumulative_Discoveries_Fixed,Coal_Production_Fixed,Coal_Reserves_Fixed,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves,Coal_Discoveries_Raw
1920,134.29839122908373,2958.231049989366,4.16,2954.071049989366,20.7542754274,248.66701886599998,3.9162001036999996,38.1119369049,210.55508196109997,20.7542754274,248.6670188599,4.16,40.77,207.8970188599,215.41604593717759,0.62645664,86.71776517282866,1839.8691008239412,0.86886828,1839.0002325439411,2.098694530195201,21.103919683691306,0.86886828,11.851290644,9.252629039691309,1.42874666,378.38562363068394,6903.589382650811,31.29,6872.299382650811,7.093500000000001,75.40389,31.29,570.3199999999999,-494.91611,7.0935
1921,134.56419374471776,3092.7952437340837,4.5,3088.2952437340837,14.604860486399998,263.271879328,4.1338545696999995,42.2457914746,221.0260878534,14.604860486399998,263.27187934629995,4.5,45.27,218.0018793463,243.41173037460402,0.3505264,87.01091961107186,1926.880020435013,0.899023032,1925.980997403013,0.0689403607362441,21.17286004442755,0.899023032,12.750313676,8.422546368427552,0.0876316,380.9816154269834,7284.570998077795,26.13,7258.440998077795,0.0,75.40389,26.13,596.4499999999999,-521.0461099999999,0.0
1922,134.78867552322373,3227.5839192573076,5.03,3222.5539192573074,15.7578757886,279.029755141,5.1214402143,47.3672316889,231.6625234521,15.7578757886,279.0297551349,5.03,50.3,228.7297551349,274.4763029810644,1.0515792,87.28239604180531,2014.1624164768182,0.95971014,2013.2027063368182,1.1533028942868129,22.326162938714365,0.95971014,13.710023816,8.616139122714365,1.1317478,383.3644010842313,7667.935399162026,27.58,7640.3553991620265,0.1739,75.57779000000001,27.58,624.03,-548.4522099999999,0.1739
1923,134.97017037824736,3362.554089635555,5.94,3356.614089635555,21.5229522935,300.552707404,6.0441255493999995,53.4113572383,247.14135016569998,21.5229522935,300.5527074284,5.94,56.24,244.3127074284,308.85611738601403,0.7216632000000001,87.53113784847216,2101.6935543252903,1.124447292,2100.5691070332905,0.034470180368122,22.36063311908249,1.124447292,14.834471108,7.526162011082487,0.18041580000000002,385.51509919133014,8053.450498353357,32.12,8021.330498353357,0.0,75.57779000000001,32.12,656.15,-580.5722099999999,0.0
1924,135.1070177633087,3497.661107398864,5.93,3491.731107398864,10.761476149799998,311.314183566,6.1733891793,59.5847464176,251.7294371484,10.761476149799998,311.3141835782,5.93,62.17,249.1441835782,346.8043136054052,0.1752632,87.75607540942357,2189.4496297347137,1.289184408,2188.1604453267137,0.034470180368122,22.395103299450607,1.289184408,16.123655516,6.271447783450608,0.0438158,387.41425542409337,8440.86475377745,31.28,8409.58475377745,1.0116999999999998,76.58949000000001,31.28,687.43,-610.84051,1.0117
1925,135.19756925450184,3632.858676653366,6.22,3626.638676653366,19.9855985613,331.29978217,6.1733891793,65.758135603,265.54164656700004,19.9855985613,331.29978213949994,6.22,68.39,262.90978213949995,388.5791628615331,139.274316,87.95612884422766,2277.4057585789415,1.45392156,2275.9518370189417,3.857409056191973,26.25251235564258,1.45392156,17.577577076,8.674935279642579,2.5089175,389.0419464682259,8829.906700245676,31.36,8798.546700245675,0.0,76.58949000000001,31.36,718.79,-642.2005099999999,0.0
1926,135.2401954903158,3768.0988721436815,6.38,3761.7188721436814,103.00270027699999,434.30248244699993,6.295171787499999,72.05330736,362.2491750869999,103.002700277,434.3024824164999,6.38,74.77,359.5324824165,434.44217679789267,0.13801976999999999,88.13021105100599,2365.5359696299474,1.61865864,2363.9173109899475,0.1040003636020387,26.35651271924462,1.61865864,19.196235716,7.16027700324462,0.08105923,390.3779055897921,9220.284605835468,31.22,9189.064605835469,8.7498729,85.33936290000001,31.22,750.01,-664.6706371,8.7498729
1927,135.23329355672945,3903.3321657004108,7.28,3896.0521657004106,136.055805562,570.358288009,7.255788227999999,79.30909558799999,491.04919242100004,136.055805562,570.3582879784999,7.28,82.05,488.3082879784999,484.6559912687747,94.81886121911336,88.27723104173609,2453.8132006716837,1.783395828,2452.029804843684,2.8661563422732814,29.2226690615179,1.783395828,20.979631544,8.243037517517902,1.7809854999999999,391.40167109313023,9611.686276928598,33.64,9578.046276928599,0.0,85.33936290000001,33.64,783.65,-698.3106371,0.0
1928,135.1752947996896,4038.5074605001005,7.65,4030.8574605001004,211.38613863499998,781.7444264,7.3648946763,86.67399030699998,695.070436093,211.386138635,781.7444266134999,7.65,89.7,692.0444266134998,539.4820409894382,339.158256,88.39609757995068,2542.209298251634,1.94813316,2540.261165091634,2.219605432035812,31.442274493553715,1.94813316,22.927764704,8.514509789553713,84.4850115,392.0927585388724,10003.77903546747,33.04,9970.73903546747,0.2068,85.54616290000001,33.04,816.6899999999999,-731.1438370999999,0.2068
1929,135.06467304047587,4173.572133540576,8.57,4165.002133540576,38.4338433843,820.1782700099999,8.205907696999999,94.879898004,725.2983720059999,38.4338433843,820.1782699977998,8.57,98.27,721.9082699977998,599.1780475669902,3.73792832,88.48572312290847,2630.6950213745426,2.0685816,2628.6264397745426,0.5789309018406104,32.021205395394325,2.0685816,24.996346304,7.024859091394326,0.6959820800000001,392.4308571168365,10396.209892584307,35.14,10361.069892584308,0.0,85.54616290000001,35.14,851.8299999999999,-766.2838370999999,0.0
1930,134.89995316273595,4308.472086703312,8.18,4300.292086703312,121.4509451,941.6292151099999,8.3403095338,103.22020755,838.40900756,121.4509451,941.6292150977998,8.18,106.45000000000002,835.1792150977998,663.9953495955042,51.939707999999996,88.54502806732175,2719.2400494418644,2.168638344,2717.0714110978643,0.823255608937817,32.84446100433214,2.168638344,27.164984648,5.679476356332138,1.304927,392.39604997283664,10788.605942557144,32.11,10756.495942557143,8.64,94.1861629,32.11,883.9399999999999,-789.7538370999999,8.64
1931,134.6797200323389,4443.151806735651,7.91,4435.241806735651,18.063906393,959.6931213199998,8.260878395999999,111.48108594600001,848.2120353739998,18.063906393,959.6931214908,7.91,114.36,845.3331214907998,734.1761093769471,33.1026082,88.57294529443536,2807.8129947362995,2.2716864,2805.5413083362996,0.0513751217875634,32.895836126119704,2.2716864,29.436671048,3.459165078119703,0.12947580000000003,391.96905757443596,11180.57500013158,28.32,11152.25500013158,0.69,94.8761629,28.32,912.26,-817.3838370999999,0.69
1932,134.40262770403172,4577.554434439683,7.55,4570.004434439683,34.5904590477,994.2835806299998,7.569102180299999,119.05018810799999,875.2333925219998,34.5904590477,994.2835805385,7.55,121.91,872.3735805384999,809.9504362009444,19.567996400000002,88.56842500678417,2896.381419743084,2.374734384,2894.006685359084,5.385685039176529,38.28152116529623,2.374734384,31.811405432,6.4701157332962325,3.2008606,391.1315023730557,11571.706502504634,25.18,11546.526502504634,2.3124,97.1885629,25.18,937.44,-840.2514371,2.3124
1933,134.06740886047237,4711.621843300156,8.24,4703.381843300156,16.1422142186,1010.42579469,8.2010585935,127.251246671,883.174548019,16.1422142186,1010.4257947571,8.24,130.15,880.2757947570999,891.5334707630718,21.693613934287537,88.53043984478568,2984.9118595878695,2.47778244,2982.4340771478696,0.12758,38.40910116529624,2.47778244,34.289187872,4.119913293296236,5.423403483571884,389.86619209167225,11961.572694596307,26.36,11935.212694596306,4.614,101.8025629,26.36,963.8,-861.9974371,4.614
1934,133.67288442211554,4845.294727722271,8.7,4836.594727722271,26.1350135023,1036.56080854,9.3558630013,136.60710971499998,899.953698825,26.1350135023,1036.5608082594,8.7,138.85,897.7108082593999,979.1224790184551,8.08192311089772,88.45799026726402,3073.3698498551335,2.580830424,3070.7890194311335,0.0,38.40910116529624,2.580830424,36.870018296,1.5390828692962373,0.0,388.15741796004505,12349.730112556352,28.77,12320.960112556351,0.9418,102.7443629,28.77,992.57,-889.8256370999999,0.9418
1935,133.21797325798607,4978.512700980257,9.46,4969.052700980257,24.597659763999996,1061.15846806,9.520635987799999,146.127745654,915.0307224059999,24.597659764,1061.1584680233998,9.46,148.31,912.8484680233998,1072.8940063739485,19.176389240000002,88.35011017534899,3161.7199600304825,2.68387848,3159.0360815504823,0.1395501566185023,38.54865132191474,2.68387848,39.553896776,-1.0052454540852551,0.13284906000000002,385.99126316530845,12735.72137572166,30.0,12705.72137572166,18.148,120.8923629,30.0,1022.57,-901.6776371,18.148
1936,132.7017019202306,5111.214402900488,10.3,5100.914402900487,123.75697567999998,1184.91544374,10.5610253735,156.688771058,1028.226672682,123.75697567999998,1184.9154437034,10.3,158.61,1026.3054437033998,1173.0011444706777,210.6480567738871,88.20587275436698,3249.9258327848497,2.786926464,3247.13890632085,6.512332468802907,45.06098379071765,2.786926464,42.34082323999999,2.720160550717658,2.51732943,383.355915726389,13119.07729144805,32.96,13086.11729144805,1.3461999999999998,122.2385629,32.96,1055.53,-933.2914371,1.3461999999999998
1937,132.1232143179417,5243.337617218429,11.73,5231.607617218429,65.337533771,1250.25297745,11.5211842591,168.209955311,1082.043022139,65.337533771,1250.2529774743998,11.73,170.34,1079.9129774744,1279.570962794046,59.52128010999999,88.02439650355512,3337.950229288405,2.9898774,3334.960351888405,6.659247334765565,51.72023112548322,2.9898774,45.33070063999999,6.389530485483228,2.64731689,380.24197898831665,13499.319270436366,34.63,13464.689270436367,0.1104,122.3489629,34.63,1090.16,-967.8110371,0.1104
1938,131.48178123934937,5374.819398457778,11.45,5363.3693984577785,311.31413141099995,1561.5671088,11.733130949,179.94308625999997,1381.62402254,311.31413141099995,1561.5671088853996,11.45,181.79,1379.7771088853997,1392.7021559139293,592.6141778479605,87.80485141797841,3425.7550807063835,3.17501388,3422.5800668263837,3.982093493888772,55.70232461937199,3.17501388,48.50571451999999,7.196610099371995,98.3810456836496,376.64277202639494,13875.962042462761,32.31,13843.652042462762,4.122,126.4709629,32.31,1122.47,-995.9990371,4.122
1939,130.77680962541308,5505.596208083191,11.93,5493.666208083191,26.903690368399996,1588.4707995099998,12.682421116899999,192.62550738299998,1395.8452921269998,26.9036903684,1588.4707992537997,11.93,193.72,1394.7507992537996,1512.4629543006058,23.775688048688824,87.54646528234039,3513.301545988724,3.40309836,3509.8984476287237,0.2303302435751268,55.93265486294711,3.40309836,51.90881287999999,4.023841982947118,3.4620477732980275,372.5546115176173,14248.516653980378,34.13,14214.386653980378,2.5208,128.9917629,34.13,1156.6,-1027.6082371000002,2.5208
1940,130.00785149316184,5635.604059576353,12.31,5623.294059576353,147.20162015399998,1735.67241942,12.808286192799999,205.43379358800001,1530.238625832,147.20162015399998,1735.6724194077997,12.31,206.03,1529.6424194077997,1638.889342433846,147.81249285576553,87.24853003085465,3600.5500760195782,3.63118284,3596.9188931795784,0.738043308989957,56.67069817193707,3.63118284,55.53999571999999,1.1307024519370756,1.3470760800000001,367.97706614408565,14616.493720124463,37.64,14578.853720124464,13.0852,142.0769629,37.64,1194.2400000000002,-1052.1630371,13.0852
1941,129.1746124031817,5764.778671979535,12.68,5752.098671979535,78.405040513,1814.07745975,12.838079336999998,218.271872925,1595.8055868249999,78.405040513,1814.0774599208,12.68,218.71,1595.3674599207995,1771.9836224291992,16.80719568,86.91040812271622,3687.4604841422943,3.85926732,3683.601216822294,2.278425138808913,58.94912331074598,3.85926732,59.39926304,-0.4501397292540119,2.22759342,362.9131744070049,14979.406894531468,39.02,14940.386894531468,3.7727,145.8496629,39.02,1233.2600000000002,-1087.4103371,3.7727
1942,128.27695936355164,5893.055631343086,11.94,5881.1156313430865,103.77137713699999,1917.84883707,12.849576000899999,231.121448932,1686.727388138,103.771377137,1917.8488370577995,11.94,230.65,1687.1988370577994,1911.7133548027246,5.59762617,86.53153887777654,3773.992023020071,4.0873518,3769.904671220071,0.1439840102827193,59.093107321028704,4.0873518,63.48661484,-4.39350751897129,0.27271083,357.3696169067455,15336.776511438215,39.69,15297.086511438214,1.2558,147.1054629,39.69,1272.9500000000005,-1125.8445371000005,1.2558
1943,127.31492806112935,6020.370559404216,12.85,6007.520559404215,18.448244823,1936.29708171,13.776957982199997,244.898406902,1691.398674808,18.448244823,1936.2970818808,12.85,243.5,1692.7970818807996,2058.010700482559,3.76801172,86.11144471291405,3860.103467732985,4.31543628,3855.788031452985,5.969118389687322,65.06222571071602,4.31543628,67.80205111999999,-2.7398254092839665,3.04740868,351.3568347268632,15688.133346165077,40.79,15647.343346165077,22.312500000000004,169.4179629,40.79,1313.7400000000002,-1144.3220371000002,22.3125
1944,126.28872931239987,6146.659288716615,14.75,6131.909288716615,52.2700270046,1988.5671088000001,15.847924976799998,260.74633189099995,1727.8207769090002,52.2700270046,1988.5671088854,14.75,258.25,1730.3171088853996,2210.7721799868855,9.2022105769865,85.64973721560872,3945.7532049485935,4.54352076,3941.2096841885937,6.735831962792062,71.79805767350808,4.54352076,72.34557188,-0.5475142064919112,4.2742962722235,344.8890865716708,16033.022432736749,39.16,15993.862432736749,18.9595,188.3774629,39.16,1352.9000000000003,-1164.5225371000004,18.9595
1945,125.19875462822725,6271.858043344842,14.74,6257.118043344843,80.326732663,2068.89384128,15.995037835,276.74136972599996,1792.152471554,80.326732663,2068.8938415483995,14.74,272.99,1795.9038415483994,2369.8588570816173,251.42925157986357,85.14612298808257,4030.899327936676,4.77160524,4026.127722696676,0.3348957439998953,72.13295341750798,4.77160524,77.11717712,-4.984223702492017,43.99026454938769,337.98443874418905,16371.006871480939,31.42,16339.586871480938,0.4588,188.8362629,31.42,1384.3200000000004,-1195.4837371000003,0.4588
1946,124.0455807914016,6395.903624136244,15.68,6380.223624136243,34.9747974777,2103.86863902,16.0474118982,292.788781612,1811.079857408,34.9747974777,2103.8686390261,15.68,288.67,1815.1986390260995,2535.096945478813,11.728744,84.60040919296628,4115.499737129642,5.02698996,4110.472747169642,1.0051095738668367,73.13806299137481,5.02698996,82.14416707999999,-9.006104088625179,2.4910125,330.66468388476244,16701.6715553657,33.83,16667.8415553657,0.6559,189.4921629,33.83,1418.1500000000003,-1228.6578371000005,0.6559
1947,122.82997335248928,6518.733597488733,17.27,6501.463597488732,27.672367234499998,2131.54100598,17.877359639499996,310.666141221,1820.874864759,27.6723672345,2131.5410062606,17.27,305.94,1825.6010062606,2706.2788285105644,5.204919256,84.0125087297603,4199.512245859402,5.56156044,4193.950685419402,4.858819242235839,77.99688223361065,5.56156044,87.70572751999998,-9.708845286389334,2.745718915788277,322.9551865575001,17024.626741923203,38.01,16986.616741923204,12.4728,201.9649629,38.01,1456.1600000000003,-1254.1950371000005,12.4728
1948,121.55288895750319,6640.286486446236,19.54,6620.746486446236,890.71844675,3022.25945273,20.0433887108,330.709529944,2691.549922786,890.71844675,3022.2594530106,19.54,325.48,2696.7794530106,2883.1644734745487,1354.6155235532683,83.38244497088759,4282.89469083029,6.28766532,4276.6070255102895,1.18081911298284,79.1777013465935,6.28766532,93.99339283999998,-14.81569149340649,147.46313276332262,314.8846561838468,17339.51139810705,39.28,17300.23139810705,13.4452,215.4101629,39.28,1495.4400000000005,-1280.0298371000003,13.4452
1949,120.21547643149935,6760.501962877735,19.43,6741.071962877735,124.52565253999998,3146.7851052699993,20.3613879206,351.070917889,2795.714187380999,124.52565253999998,3146.7851055506,19.43,344.91,2801.8751055506,3065.483214736204,33.67038322998649,82.71035598652782,4365.605046816818,6.71871312,4358.886333696818,29.54809829408369,108.72579964067718,6.71871312,100.71210596,8.013693680677193,20.5456466719845,306.48485036494276,17645.996248471994,37.35,17608.646248471996,22.717,238.1271629,37.35,1532.7900000000002,-1294.6628371000002,22.717
1950,118.81907655438972,6879.321039432125,21.8,6857.521039432125,62.26282626999999,3209.04793154,22.6499107381,373.720828621,2835.327102919,62.26282626999999,3209.0479318206,21.8,366.71,2842.3379318206,3252.935872898118,63.22512803788515,81.99649818911833,4447.601545005936,7.69188168,4439.909663325936,8.050022814691655,116.77582245536884,7.69188168,108.40398763999998,8.371834815368857,8.578009159178173,297.79021417489855,17943.786462646895,40.8,17902.986462646895,194.94739,433.0745529,40.8,1573.59,-1140.5154471,194.94739
1951,117.36522047897681,6996.686259911102,24.72,6971.966259911102,270.958595834,3480.00652774,25.3635421103,399.084370713,3080.922157027,270.958595834,3480.0065276546,24.72,391.43000000000006,3088.5765276546,3445.1971715804625,365.76052587031154,81.24124933138138,4528.842794337317,9.12423348,4519.718560857317,37.10893852834135,153.88476098371018,9.12423348,117.52822111999998,36.3565398637102,68.71120062,288.8374634054181,18232.623926052314,42.98,18189.643926052315,6.1176,439.1921529,42.98,1616.5700000000002,-1177.3778471000005,6.1175999999999995
1952,115.8556267570445,7112.541886668147,25.99,7086.551886668147,46.889288929699994,3526.89581681,26.7481685077,425.83253923899997,3101.063277571,46.8892889297,3526.8958165843,25.99,417.4200000000001,3109.4758165842995,3641.918408725296,35.2892073,80.44511079582205,4609.287905133139,9.82665612,4599.461249013139,14.77657157131184,168.66133255502203,9.82665612,127.35487723999998,41.30645531502205,9.3280597,279.6651218617441,18512.28904791406,42.73,18469.55904791406,27.9488,467.1409529,42.73,1659.3000000000002,-1192.1590471000002,27.948800000000002
1953,114.29219695587949,7226.834083624026,27.48,7199.354083624026,234.446444618,3761.3422609399995,28.817925213499997,454.6504644219999,3306.6917965179996,234.446444618,3761.3422612023,27.48,444.9000000000001,3316.4422612022995,3842.7303359239763,1187.7003561014108,79.60870911921037,4688.8966142523495,10.390842,4678.50577225235,4.259291449027344,172.92062400404936,10.390842,137.74571923999997,35.17490476404939,8.1182532720475,270.31302452244427,18782.602072436504,42.92,18739.682072436506,11.651484,478.7924368999999,42.92,1702.2200000000005,-1223.4275631000005,11.651484
1954,112.67700986544033,7339.5110934894665,28.77,7310.741093489466,107.614761498,3868.9570225599996,30.4031151274,485.05357958599996,3383.9034429739995,107.614761498,3868.9570227003,28.77,473.6700000000001,3395.2870227002995,4047.246197106495,64.48069170019146,78.73279670225456,4767.629410954604,10.89935316,4756.730057794604,2.5105858692659,175.43120987331525,10.89935316,148.64507239999998,26.78613747331528,6.64292953,260.82179958577444,19043.42387202228,42.37,19001.05387202228,19.6757,498.46813689999993,42.37,1744.59,-1246.1218631000002,19.6757
1955,111.01231431527289,7450.52340780474,32.24,7418.28340780474,143.742574284,4012.69959721,34.3657115139,519.419291106,3493.280306104,143.742574284,4012.6995969843,32.24,505.9100000000001,3506.7895969843,4255.064877014682,219.86804883546438,77.81825166276889,4845.447662617373,11.8568268,4833.590835817373,1.9874216296354748,177.41863150295072,11.8568268,160.50189919999997,16.91673230295075,17.1508465720475,251.23234305959804,19294.656215081875,46.04,19248.616215081875,51.52309999999999,549.9912368999999,46.04,1790.63,-1240.6387631000002,51.5231
1956,109.30052063864034,7559.82392844338,35.09,7524.73392844338,169.87758776799998,4182.577184489999,36.3321425706,555.75143364,3626.825750849999,169.87758776799998,4182.577184752299,35.09,541.0000000000001,3641.577184752299,4465.774110158104,595.7818718654034,76.86607679961932,4922.313739416992,12.85829928,4909.4554401369915,25.63770072915908,203.0563322321098,12.85829928,173.36019847999998,29.69613375210983,58.25242409622264,241.5852995845117,19536.241514666388,48.65,19487.591514666387,46.50337,596.4946068999999,48.65,1839.28,-1242.7853931000004,46.50337
1957,107.54419084076241,7667.368119284142,36.97,7630.398119284142,241.36453647999997,4423.94172097,38.484005233699996,594.2354388919999,3829.7062820779997,241.36453648,4423.941721232299,36.97,577.9700000000001,3845.9717212322985,4678.953702335536,286.95218096093737,75.87739764498654,4998.191137061978,13.97057688,4984.220560181978,20.42659883875073,223.48293107086053,13.97057688,187.33077536,36.15215571086054,31.586315868091578,231.92056261702305,19768.16207728341,50.02,19718.14207728341,45.333,641.8276068999999,50.02,1889.3,-1247.4723931000003,45.333
1958,105.74602754603394,7773.114146830177,37.9,7735.214146830177,322.07560757299996,4746.01732897,39.9345038963,634.1699427699999,4111.8473862,322.075607573,4746.017328805298,37.9,615.8700000000001,4130.1473288052985,4894.178719180548,486.0281495154541,74.8534595935187,5073.044596655497,15.0265692,5058.018027455497,8.48342822657129,231.9663592974318,15.0265692,202.35734456,29.609014737431806,36.7027777673365,222.2768059926363,19990.438883276045,51.6,19938.838883276047,88.4569,730.2845068999999,51.6,1940.9,-1210.6154931,88.4569
1959,103.90886181703925,7877.023008647216,40.9,7836.123008647216,149.123312304,4895.14064103,43.105703960599996,677.27564645,4217.86499458,149.123312304,4895.1406411092985,40.9,656.7700000000001,4238.370641109298,5111.022599418979,452.11928209940515,73.79562410842216,5146.840220763919,16.7748336,5130.065387163919,10.44847965165788,242.4148389490897,16.7748336,219.13217816,23.282660789089704,96.89122704100895,212.69105731629858,20203.129940592342,53.48,20149.649940592342,15.5957,745.8802068999998,53.48,1994.38,-1248.4997931000005,15.5957
1960,102.03563995430586,7979.058648601522,44.07,7934.988648601522,327.45634565399996,5222.596987049999,45.871117817999995,723.1467643899999,4499.45022266,327.456345654,5222.596986763298,44.07,700.8400000000001,4521.756986763298,5329.060154454798,101.57144314141645,72.70536401701362,5219.545584780933,18.26036532,5201.285219460932,26.20037440559526,268.6152133546849,18.26036532,237.39254348,31.222669874684957,21.48755802069069,203.19832169898692,20406.32826229133,55.71,20350.61826229133,35.513400000000004,781.3936068999999,55.71,2050.09,-1268.6963931000005,35.513400000000004
1961,100.1294094006755,8079.188058002197,46.91,8032.278058002197,283.257425716,5505.854412399999,49.2390705092,772.38583507,4733.468577329999,283.257425716,5505.854412479299,46.91,747.7500000000001,4758.104412479299,5547.87042036815,385.40550624836334,71.58425792036755,5291.1298427013,19.61796456,5271.5118781413,8.739711015278239,277.3549243699632,19.61796456,257.01050804,20.344416329963224,35.73276427966153,193.83126219628107,20600.159524487608,52.49,20547.669524487606,12.85997,794.2535768999999,52.49,2102.58,-1308.3264231,12.85997
