Fuel,Year,D_obs_EJ,D_backdated_EJ,D_added_EJ,D_hat_EJ,Cum_D_hat_EJ,Production,Cum_Prod_EJ,Reserves_hat_EJ,Reserves_EI
Coal,1900,0.0,0.0,0.0010345384589686328,0.0010345384589686328,0.0010345384589686328,19.26,19.26,-19.258965461541035,
Coal,1901,0.0,0.0,0.0016191024969884893,0.0016191024969884893,0.002653640955957122,19.61,38.870000000000005,-38.86734635904405,
Coal,1902,3.7885999999999997,3.7885999999999997,0.0025164374816313284,3.791116437481631,3.7937700784375883,20.08,58.95,-55.156229921562414,
Coal,1903,28.24512,28.24512,0.003884024976287037,28.249004024976287,32.042774103413876,21.91,80.86,-48.81722589658612,
Coal,1904,4.856999999999999,4.856999999999999,0.0059533573135013285,4.862953357313501,36.90572746072738,22.03,102.89,-65.98427253927262,
Coal,1905,0.0828,0.0828,0.009062039487389484,0.09186203948738948,36.997589500214765,23.75,126.64,-89.64241049978523,
Coal,1906,0.0,0.0,0.013698531651414214,0.013698531651414214,37.01128803186618,25.08,151.72,-114.70871196813383,
Coal,1907,1.3958,1.3958,0.020563931608279518,1.4163639316082794,38.42765196347446,27.74,179.46,-141.03234803652555,
Coal,1908,0.9588,0.9588,0.03065648443248392,0.9894564844324839,39.41710844790694,26.36,205.82,-166.40289155209305,
Coal,1909,0.0,0.0,0.04538607386621152,0.04538607386621152,39.46249452177315,27.55,233.37,-193.90750547822685,
Coal,1910,0.0,0.0,0.06672782161726332,0.06672782161726332,39.529222343390416,29.02,262.39,-222.86077765660957,
Coal,1911,0.0,0.0,0.09742610603927915,0.09742610603927915,39.626648449429695,29.54,291.93,-252.3033515505703,
Coal,1912,5.0234,5.0234,0.1412627994744753,5.164662799474475,44.79131124890417,31.0,322.93,-278.13868875109586,
