Year,Oil_discoveries_backdated,Oil_discoveries_cumulative_backdated,Oil_production_backdated,Oil_production_cumulative_backdated,Oil_reserves_backdated,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Oil_Discoveries_Adjusted,Oil_Cumulative_Discoveries_Adjusted,Oil_Reserves_Fixed,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Gas_Discoveries_Adjusted,Gas_Cumulative_Discoveries_Adjusted,Gas_Reserves_Fixed,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves,Coal_Discoveries_Adjusted,Coal_Cumulative_Discoveries_Adjusted,Coal_Reserves_Fixed
1958,322.07560757299996,4746.01732897,39.9345038963,634.1699427699999,4111.8473862,322.075607573,4746.017328805298,37.9,615.8700000000001,4130.1473288052985,37.9,4779.858011029117,4163.988011029117,8.48342822657129,231.9663592974318,15.0265692,202.35734456,29.609014737431806,15.0265692,2945.766298195959,2743.408953635961,88.4569,730.2845068999999,51.6,1940.9,-1210.6154931,70.07869511113817,1580.7172715458948,0.0
1959,149.123312304,4895.14064103,43.105703960599996,677.27564645,4217.86499458,149.123312304,4895.1406411092985,40.9,656.7700000000001,4238.370641109298,40.9,4820.7580110291165,4163.988011029117,10.44847965165788,242.4148389490897,16.7748336,219.13217816,23.282660789089704,16.7748336,2962.541131795959,2743.408953635961,15.5957,745.8802068999998,53.48,1994.38,-1248.4997931000005,76.70722429053232,1657.4244958364272,0.0
1960,327.45634565399996,5222.596987049999,45.871117817999995,723.1467643899999,4499.45022205,327.456345654,5222.596986763298,44.07,700.8400000000001,4521.756986763298,44.07,4864.828011029116,4163.988011029117,26.20037440559526,268.6152133546849,18.26036532,237.39254348,31.222669874684957,18.26036532,2980.8014971159587,2743.408953635961,35.513400000000004,781.3936068999999,55.71,2050.09,-1268.6963931000005,85.75167828208882,1743.176174118516,0.0
1961,283.257425716,5505.854412399999,49.2390705092,772.38583507,4733.46857733,283.257425716,5505.854412479299,46.91,747.7500000000001,4758.104412479299,46.91,4911.738011029116,4163.988011029117,8.739711015278239,277.3549243699632,19.61796456,257.01050804,20.344416329963224,19.61796456,3000.4194616759587,2743.408953635961,12.85997,794.2535768999999,52.49,2102.58,-1308.3264231,94.87946821494842,1838.0556423334644,0.0
1962,279.798379846,5785.65279249,53.6434537898,826.02928875,4959.62350374,279.798379846,5785.652792325299,50.88,798.6300000000001,4987.022792325299,50.88,4962.618011029116,4163.988011029117,22.704033162488336,300.0589575324516,21.46318056,278.4736886,21.585268932451527,21.46318056,3021.882642235959,2743.408953635961,11.2799,805.5334768999999,53.75,2156.33,-1350.7965231,110.16506987920671,1948.220712212671,0.0
1963,172.95229520799998,5958.605087819999,58.222346187599996,884.25163484,5074.35345237,172.95229520799998,5958.6050875332985,54.59,853.2200000000001,5105.385087533298,54.59,5017.208011029116,4163.988011029117,6.564396349724783,306.62335388217633,23.4846144,301.958303,4.665050882176331,23.4846144,3045.3672566359587,2743.408953635961,8.024000000000001,813.5574768999999,55.38,2211.71,-1398.1525231,119.5368751712435,2067.7575873839146,0.0
1964,415.854185408,6374.459270299999,62.644454409,946.89608931,5427.563183429999,415.854185408,6374.459272941299,58.96,912.1800000000002,5462.279272941299,58.96,5076.168011029116,4163.988011029117,17.685272360381177,324.3086262425575,25.65938304,327.61768604,-3.309059797442501,25.65938304,3071.026639675959,2743.408953635961,35.394328,848.9518048999998,57.83,2269.54,-1420.5881951,121.13892030731544,2188.89650769123,0.0
1965,293.634563448,6668.0938357,66.450149066,1013.34623862,5654.74759769,293.634563448,6668.093836389299,65.63,977.8100000000002,5690.283836389299,65.63,5141.798011029116,4163.988011029117,36.63034472162085,360.9389709641784,27.49854744,355.11623348,5.82273748417839,27.49854744,3098.525187115959,2743.408953635961,14.6662,863.6180048999998,58.97,2328.51,-1464.8919950999998,122.19872150065717,2311.095229191887,0.0
1966,149.123312304,6817.217150199999,72.89789432799999,1086.2441330699999,5730.97301591,149.123312304,6817.217148693299,71.27,1049.0800000000002,5768.137148693299,71.27,5213.068011029117,4163.988011029117,138.51837614941832,499.4573471135967,29.5885368,384.70477028,114.75257683359672,29.5885368,3128.113723915959,2743.408953635961,31.6368,895.2548048999998,59.79,2388.3,-1493.0451951,126.40153298866854,2437.4967621805554,50.917365171627715
1967,189.863186311,7007.0803334,78.711336092,1164.95546904,5842.12486619,189.863186311,7007.0803350043,76.46,1125.5400000000002,5881.5403350043,76.46,5289.528011029117,4163.988011029117,189.3054373780141,688.7627844916108,31.842486,416.54725628,272.2155282116108,31.842486,3159.956209915959,2743.408953635961,16.4488,911.7036048999998,57.67,2445.97,-1534.2663951,125.79366199405833,2563.2904241746137,116.64293563085057
1968,321.306930713,7328.3872682,84.607974536,1249.5634432099998,6078.82382194,321.306930713,7328.3872657173,83.41,1208.9500000000005,6119.437265717299,83.41,5372.938011029117,4163.988011029117,44.49787333008141,733.2606578216921,34.8320628,451.37931908,281.8813387416921,34.8320628,3194.788272715959,2743.408953635961,25.6573,937.3609048999998,59.27,2505.24,-1567.8790951,128.07747844523763,2691.3679026198515,183.10997960091953
1969,239.058505839,7567.4457741,93.384630441,1342.9480741999998,6224.497699899999,239.058505839,7567.445771556299,89.79,1298.7400000000002,6268.705771556299,89.79,5462.728011029117,4163.988011029117,102.46508704728969,835.7257448689818,38.2527288,489.63204788,346.0936969889818,38.2527288,3233.041001515959,2743.408953635961,22.1634,959.5243048999998,60.47,2565.71,-1606.1856950999995,122.32645736749225,2813.694359987344,249.7309146160481
1970,125.29432946099999,7692.7401035,100.69272025199999,1443.6407943299998,6249.0993049,125.294329461,7692.7401010173,98.76,1397.5000000000002,6295.2401010173,98.76,5561.488011029117,4163.988011029117,43.80103445416327,879.5267793231451,35.139222,524.77126988,354.7555094431451,35.139222,3268.180223515959,2743.408953635961,63.82399999999999,1023.3483048999998,62.89,2628.5999999999995,-1605.2516950999998,129.82608905488766,2943.5204490422316,319.44665364611245
1971,288.253825367,7980.993926,106.69336052399998,1550.3341546099998,6430.659771999999,288.253825367,7980.9939263843,104.4,1501.9000000000003,6479.093926384299,104.4,5665.888011029117,4163.988011029117,48.60984583461357,928.1366251577588,37.5883056,562.35957548,365.7770496777586,37.5883056,3305.7685291159587,2743.408953635961,28.2325,1051.5808048999995,62.32,2690.92,-1639.3391951,129.70098821396655,3073.221437256198,391.220025994787
1972,102.618361847,8083.6122862,113.376297325,1663.7104522399998,6419.901836399999,102.618361847,8083.6122882313,110.34,1612.2400000000002,6471.3722882313,110.34,5776.228011029117,4163.988011029117,13.968240372565996,942.1048655303248,39.4397424,601.79931788,340.3055476503247,39.4397424,3345.2082715159586,2743.408953635961,79.22991,1130.8107148999998,62.1,2753.0199999999995,-1622.2092850999998,145.69768206873727,3218.9191193249353,467.00060371447046
1973,233.67776775800002,8317.290055299998,122.61844728,1786.3288995199998,6530.961157,233.677767758,8317.2900559893,120.4,1732.6400000000003,6584.6500559893,120.4,5896.628011029116,4163.988011029117,63.075167082690655,1005.1800326130152,41.3377236,643.13704148,362.0429911330153,41.3377236,3386.5459951159587,2743.408953635961,49.8837,1180.6944149,63.21,2816.23,-1635.5355850999997,142.30564503828876,3361.224764363224,544.0125614235083
1974,172.95229520799998,8490.2423488,123.191978918,1909.5208779499999,6580.721473899999,172.95229520799998,8490.242351197301,120.67,1853.3100000000004,6636.932351197301,120.67,6017.298011029116,4163.988011029117,49.11667901457626,1054.2967116275915,42.2103762,685.34741768,368.9492939475915,42.2103762,3428.756371315959,2743.408953635961,48.991200000000006,1229.6856148999998,63.77,2879.9999999999995,-1650.3143850999998,145.6624842225367,3506.887248585761,620.6767068454014
1975,176.027002709,8666.2693534,118.293368245,2027.8142464999999,6638.455106899999,176.027002709,8666.2693539063,114.62,1967.9300000000003,6698.3393539063,114.62,6131.918011029116,4163.988011029117,109.9883941806084,1164.2851058082,42.3003708,727.64778848,436.6373173281999,42.3003708,3471.056742115959,2743.408953635961,102.156922,1331.8425368999997,67.56,2947.5599999999995,-1615.7174630999998,140.65298900165993,3647.540237587421,692.9517942053584
1976,158.731773176,8825.001125599998,124.86559663399998,2152.67984289,6672.3212821,158.731773176,8825.0011270823,124.53,2092.4600000000005,6732.541127082299,124.53,6256.448011029116,4163.988011029117,48.37448164203645,1212.6595874502364,44.124408,771.77219648,440.8873909702363,44.124408,3515.181150115959,2743.408953635961,42.9508,1374.7933368999998,69.48,3017.0399999999995,-1642.2466630999998,135.12192677824268,3782.6621643656636,761.4183246719397
1977,238.67416740899998,9063.675294899998,131.579389675,2284.25923287,6779.416060199999,238.674167409,9063.6752944913,128.88,2221.3400000000006,6842.3352944913,128.88,6385.328011029116,4163.988011029117,57.04159412177475,1269.7011815720111,45.9869796,817.7591760800001,451.9420054920111,45.9869796,3561.168129715959,2743.408953635961,73.28228,1448.0756168999997,71.59,3088.63,-1640.5543831,133.24239175905663,3915.9045561247203,824.6443632010356
1978,147.20162015399998,9210.8769142,133.39265536199997,2417.65188811,6793.225026699999,147.20162015399998,9210.8769146453,130.05,2351.390000000001,6859.486914645298,130.05,6515.378011029116,4163.988011029117,85.90084198132473,1355.6020235533358,47.5437816,865.3029576800001,490.2990658733357,47.5437816,3608.711911315959,2743.408953635961,91.2398,1539.3154168999995,72.7,3161.3299999999995,-1622.0145830999998,132.7528605714098,4048.65741669613,885.045998652379
1979,245.59225921,9456.4691728,138.42695931499998,2556.07884773,6900.390326899999,245.59225921,9456.4691738553,135.55,2486.940000000001,6969.529173855299,135.55,6650.9280110291165,4163.988011029117,88.19439232190147,1443.7964158752372,50.7492756,916.05223328,527.7441825952371,50.7492756,3659.461186915959,2743.408953635961,103.9739,1643.2893168999997,76.97,3238.2999999999997,-1595.0106830999996,132.66002453511115,4181.317441231241,944.8300643940229
1980,82.248424813,9538.7176017,134.044716814,2690.1235643,6848.5940374,82.248424813,9538.7175986683,129.42,2616.360000000001,6922.357598668299,129.42,6780.348011029117,4163.988011029117,83.96764878823467,1527.7640646634718,51.4200168,967.47225008,560.2918145834717,51.4200168,3710.881203715959,2743.408953635961,111.11584,1754.4051568999996,75.49,3313.789999999999,-1559.3848430999994,134.46097361289614,4315.778414844137,1006.4572708937334
1981,149.89198922499997,9688.6095894,124.87686504199999,2815.0004292199997,6873.609161399999,149.89198922499995,9688.6095878933,121.96,2738.320000000001,6950.289587893298,173.93524293167587,6954.2832539607925,4215.963253960793,24.6957135940786,1552.4597782575504,52.311528,1019.78377808,532.6760001775503,152.1211090422865,3863.002312758246,2843.2185346782476,157.76878999999997,1912.1739468999997,77.2,3390.989999999999,-1478.8160530999994,139.75407822974583,4455.5324930738825,1071.92454204251
1982,160.653465326,9849.2630507,118.70682020599999,2933.70724967,6915.555805299999,160.653465326,9849.2630532193,117.14,2855.460000000001,6993.803053219299,306.8229909916678,7261.106244952461,4405.646244952461,18.53378163141923,1570.9935598889697,52.5509568,1072.33473488,498.6588250089696,142.99998039209981,4006.0022931503454,2933.6675582703474,122.9122,2035.0861468999997,79.94,3470.929999999999,-1435.8438530999997,150.80809554938966,4606.340588623272,1142.43466355891
1983,79.55805580299999,9928.821111199999,118.00408379699998,3051.7113330399998,6877.1097745,79.55805580299999,9928.8211090223,115.64,2971.100000000001,6957.721109022299,188.24285700367147,7449.3491019561325,4478.249101956132,17.54111917932417,1588.5346790682938,53.021016,1125.35575088,463.17892818829387,114.51701902387899,4120.519312174224,2995.1635612942264,71.53724000000001,2106.6233869,79.69,3550.619999999999,-1443.9966130999996,158.94318381673924,4765.2837724400115,1218.864214129441
1984,153.735373525,10082.5564832,119.77337281499999,3171.48470616,6911.0717746,153.735373525,10082.5564825473,117.91,3089.0100000000007,6993.546482547299,192.46749450710573,7641.816596463238,4552.806596463238,31.7192816623966,1620.2539607306903,57.5590284,1182.91477928,437.3391814506904,166.59926801366464,4287.118580187889,3104.203800907891,73.24974999999999,2179.8731368999997,83.18,3633.799999999999,-1453.9268630999995,164.0842763732285,4929.36804881324,1302.499121193608
1985,180.63906393,10263.1955453,119.25396104799998,3290.73866733,6972.4568798,180.63906393,10263.1955464773,116.88,3205.890000000001,7057.305546477299,287.0340986957798,7928.850695159018,4722.960695159018,10.36160147331202,1630.6155622040023,59.0772384,1241.99201768,388.62354452400245,143.9686935070502,4431.0872736949395,3189.0952560149412,95.678119,2275.5512558999994,87.4,3721.199999999999,-1445.6487440999997,175.9681188835523,5105.3361676967925,1396.101456278136
1986,115.301530159,10378.4970743,123.816405052,3414.5550722599996,6963.9420057,115.301530159,10378.4970766363,122.65,3328.540000000001,7049.9570766363,765.1647586076391,8694.015453766657,5365.475453766657,19.395423383148287,1650.0109855871506,60.605226,1302.5972436799998,347.4137419071508,289.800544158786,4720.887817853725,3418.2905741737272,67.01983988227738,2342.5710957822766,89.47,3810.669999999999,-1468.098904217722,188.05086069792608,5293.387028394719,1500.6797378942708
1987,93.778577835,10472.2756561,125.644146771,3540.19921897,6932.076435299999,93.778577835,10472.2756544713,122.93,3451.4700000000007,7020.8056544713,315.20012422535336,9009.21557799201,5557.74557799201,74.65114483459308,1724.6621304217438,63.6428808,1366.2401244799998,358.4220059417439,160.71714202986226,4881.604959883587,3515.3648354035895,88.1969,2430.767995782277,91.16,3901.829999999999,-1471.062004217722,211.86523565119305,5505.252264045912,1622.2660818409238
1988,83.78577859399999,10556.0614314,129.133678184,3669.33289691,6886.728535099999,83.78577859399999,10556.0614330653,128.19,3579.6600000000008,6976.4014330653,667.3386856440234,9676.554263636033,6096.894263636033,75.99407266429688,1800.6562030860407,66.4479648,1432.6880892799998,367.96811380604095,218.00564241707238,5099.61060230066,3666.922513020662,35.10324289340753,2465.8712386756843,93.37,3995.1999999999994,-1529.3287613243142,227.5029164747719,5732.755180520684,1765.828731179321
1989,110.68946893799999,10666.7509029,131.567113913,3800.90001125,6865.8508886,110.689468938,10666.7509020033,129.73,3709.390000000001,6957.3609020033,133.9013847854644,9810.455648421497,6101.065648421498,86.82816320359956,1887.4843662896403,68.7491784,1501.43726768,386.0470986096405,483.2761644252329,5582.886766725893,4081.4494990458948,127.8408,2593.712038675684,95.02,4090.2199999999984,-1496.5079613243142,260.9645880258217,5993.719768546505,1939.1628222264226
1990,103.00270027699999,10769.7535997,132.886609488,3933.78662086,6835.9669825,103.002700277,10769.7536022803,132.22,3841.6100000000006,6928.143602280301,136.67993278639162,9947.13558120789,6105.525581207889,45.21090616271557,1932.695272452356,70.9097976,1572.34706528,360.34820717235607,183.10888941441698,5765.99565614031,4193.648590860312,82.59656000000001,2676.308598675684,94.84,4185.059999999999,-1508.7514013243144,293.28964584227214,6287.009414388777,2150.563870946261
1991,67.643564351,10837.397164599999,133.08041027,4066.8670311299998,6770.5301352999995,67.643564351,10837.3971666313,131.86,3973.4700000000007,6863.9271666313,570.7202858336444,10517.855867041533,6544.385867041534,16.395686632940613,1949.0909590852968,71.854884,1644.20194928,304.8890098052966,295.8180348064076,6061.8136909467175,4417.611741666719,194.20990000000003,2870.518498675684,92.26,4277.319999999999,-1406.8015013243148,339.6980692414512,6626.707483630228,2402.611749093446
1992,105.69306928699999,10943.0902359,132.85603537299997,4199.72306632,6743.367170799999,105.693069287,10943.0902359183,133.77,4107.240000000001,6835.850235918299,158.21199266407487,10676.067859705608,6568.827859705609,24.91495708887726,1974.0059161741735,72.0660312,1716.26798048,257.73793569417376,176.40415720060628,6238.217848147324,4521.949867667326,68.21723894049657,2938.7357376161804,92.06,4369.379999999999,-1430.6442623838188,403.100024014875,7029.807507645103,2690.2973851578295
1993,71.10261028199999,11014.192848499999,133.079096452,4332.80216265,6681.3906828,71.10261028199999,11014.1928462003,133.58,4240.820000000001,6773.372846200299,130.45862921856232,10806.526488924172,6565.706488924171,18.002525942688774,1992.0084421168624,72.8866692,1789.15464968,202.8537924368627,118.30586414939975,6356.523712296724,4567.369062616725,114.38675,3053.1224876161805,89.29,4458.669999999999,-1405.547512383819,426.65706361150774,7456.464571256611,3006.733788075405
1994,62.26282626999999,11076.4556705,134.704873759,4467.50703647,6608.948638299999,62.26282626999999,11076.4556724703,135.43,4376.250000000001,6700.205672470299,219.6878429296109,11026.214331853782,6649.964331853782,29.88470716430493,2021.893149281168,73.953072,1863.10772168,158.7854276011676,105.07238802940331,6461.596100326127,4598.488378646129,55.22809,3108.3505776161805,91.34,4550.009999999999,-1441.6594223838188,435.4733776118125,7891.9379488684235,3342.180135303902
1995,68.412241211,11144.867914699998,137.18370416300002,4604.69074045,6540.1771712,68.412241211,11144.8679136813,137.29,4513.540000000001,6631.327913681298,189.42303801966685,11215.63736987345,6702.097369873449,13.48865880477417,2035.3818080859417,75.1806072,1938.28832888,97.09347920594178,85.40475854214407,6547.000858868271,4608.712529988273,57.43795000000001,3165.7885276161805,94.13,4644.139999999999,-1478.3514723838189,436.33348010823113,8328.271428976655,3690.1174799667147
1996,72.255625572,11217.123537099998,140.63598446199998,4745.32672479,6471.7968117,72.255625572,11217.123539253298,140.94,4654.4800000000005,6562.643539253298,278.4921346896803,11494.12950456313,6839.649504563129,44.21208751917542,2079.5938956051173,78.839874,2017.12820288,62.46569272511738,204.65287482395684,6751.653733692228,4734.52553081223,76.77314,3242.5616676161803,95.4,4739.539999999999,-1496.9783323838187,437.8877907960571,8766.159219772713,4051.4000892609683
1997,69.565256501,11286.688797199999,144.82215984799998,4890.148884759999,6396.5399099999995,69.565256501,11286.6887957543,144.08,4798.56,6488.128795754298,314.44685429897356,11808.576358862105,7010.016358862103,26.750711177733365,2106.344606782851,78.7787028,2095.90690568,10.437701102850951,183.2609119043052,6934.914645596534,4839.007739916535,88.99849,3331.5601576161803,96.8,4836.339999999999,-1504.779842383819,470.2950111864517,9236.454230959165,4437.248448295846
1998,88.397839754,11375.086636099999,146.765416657,5036.9143016,6338.172334499999,88.397839754,11375.086635508298,147.72,4946.280000000001,6428.806635508297,199.23024840089667,12007.806607263,7061.526607262999,64.46470599997353,2170.809312782824,80.8644024,2176.77130808,-5.96199529717569,215.6544338427043,7150.569079439238,4973.797771359239,92.87528,3424.4354376161805,95.06,4931.4,-1506.9645623838192,499.15338676871505,9735.607617727881,4852.665352803274
1999,153.735373525,11528.822008099998,145.451307687,5182.36560947,6346.456396799999,153.735373525,11528.822009033298,144.38,5090.660000000001,6438.162009033297,892.4630617189549,12900.269668981955,7809.609668981954,22.578647599843837,2193.387960382668,83.1699072,2259.94121528,-66.55325489733195,213.91877154136807,7364.487850980606,5104.546635700607,106.7459,3531.1813376161804,95.09,5026.49,-1495.3086623838194,562.0521263149341,10297.659744042816,5299.020435628115
2000,213.69216921499998,11742.5141764,149.646086696,5332.0116958,6410.502480599999,213.692169215,11742.5141782483,150.64,5241.300000000001,6501.214178248298,276.6671934312586,13176.936862413213,7935.636862413213,42.588934026531696,2235.9768944092,86.4258048,2346.36702008,-110.39012567080044,323.37674616388705,7687.864597144493,5341.497577064494,129.820097,3661.00143461618,96.49,5122.98,-1461.9785653838194,586.5362074709767,10884.195951513793,5775.8992572695215
2001,121.4509451,11863.9651215,149.245165416,5481.2568614599995,6382.708263699999,121.4509451,11863.965123348298,150.63,5391.930000000001,6472.035123348297,188.9363469159788,13365.873209329191,7973.943209329192,13.953350130786005,2249.930244539986,88.467048,2434.83406808,-184.9038235400144,648.0094109911938,8335.874008135686,5901.039940055688,175.92602,3836.92745461618,100.58,5223.56,-1386.6325453838194,597.758682383123,11481.954633896916,6274.243033199721
2002,81.479747953,11945.4448711,147.51979963099998,5628.77666103,6316.6682119,81.479747953,11945.4448713013,148.81,5540.740000000002,6404.704871301297,453.0353339877325,13818.908543316924,8278.168543316924,20.945908777552035,2270.876153317538,90.5304168,2525.36448488,-254.488331562462,145.40267984134584,8481.276687977032,5955.912203097034,156.83774,3993.76519461618,101.79,5325.349999999999,-1331.5848053838197,627.9037052692829,12109.8583391662,6784.9349306475515
2003,49.195319534099994,11994.6401938,151.001731542,5779.77839245,6214.8617982999995,49.1953195341,11994.640190835398,155.42,5696.160000000002,6298.480190835397,162.9538767800167,13981.86242009694,8285.70242009694,13.044892819378308,2283.921046136916,93.7687428,2619.13322768,-335.2121815430837,120.13456376783422,8601.411251744867,5982.278024064868,134.52209858732877,4128.287293203509,109.26,5434.61,-1306.3227067964908,620.6781582126804,12730.53649737888,7305.808021955061
2004,63.03150313,12057.671695099998,155.53539769799997,5935.313790269999,6122.357902999999,63.03150313,12057.671693965398,163.21,5859.370000000002,6198.301693965396,205.64840118649315,14187.510821283433,8328.140821283434,22.954958985509123,2306.8760051224253,96.9569244,2716.09015208,-409.2141469575745,113.94578751337902,8715.357039258246,5999.266887178247,184.73467725,4313.021970453508,118.7,5553.31,-1240.288029546491,647.4027339030882,13377.93923128197,7833.610583762817
2005,55.7290729051,12113.4007644,159.80996129099998,6095.123751499999,6018.27701534,55.7290729051,12113.400766870498,164.6,6023.970000000002,6089.430766870496,208.67242601354482,14396.183247296978,8372.213247296979,13.641526571307928,2320.5175316937334,99.2796624,2815.36981448,-494.8522827862666,36.31179983980178,8751.668839098047,5936.299024618049,194.282096,4507.304066453508,126.17,5679.48,-1172.1759335464913,667.1221767693676,14045.061408051337,8354.833277287802
2006,139.51485149299998,12252.9156212,159.328407954,6254.4521586,5998.46345894,139.51485149299998,12252.9156183635,166.07,6190.040000000002,6062.875618363497,231.7775005490842,14627.960747846062,8437.920747846063,38.579185132648696,2359.096716826382,102.665376,2918.03519048,-558.9384736536181,175.89803596665666,8927.566875064704,6009.5316845847055,280.407649,4787.711715453508,132.54,5812.02,-1024.3082845464914,664.3660348843621,14709.4274429357,8863.197074231277
2007,103.00270027699999,12355.918317999998,160.843408956,6415.295567799999,5940.622750199999,103.002700277,12355.9183186405,165.73,6355.770000000001,6000.148318640498,379.59530781569856,15007.55605566176,8651.786055661762,17.98739577289416,2377.084112599276,105.4031256,3023.43831608,-646.3542034807238,391.28614975959334,9318.853024824297,6295.414708744299,236.462465,5024.174180453508,138.39,5950.41,-926.2358195464922,631.6043638554315,15341.03180679113,9345.801436513513
2008,182.94509451,12538.8634119,160.90412683099999,6576.1996964,5962.6637179399995,182.94509451,12538.8634131505,167.49,6523.260000000001,6015.6034131504975,597.965014763937,15605.521070425697,9082.261070425699,17.378149011626633,2394.4622616109027,109.261116,3132.69943208,-738.2371704690972,236.5594096603794,9555.412434484677,6422.713002404678,363.7308852230309,5387.9050656765385,142.94,6093.349999999999,-705.444934323461,590.0636753051201,15931.09548209625,9788.301205794753
2009,114.14851486899998,12653.011925,158.612591193,6734.812286799999,5918.199641859999,114.14851486899998,12653.0119280195,163.32,6686.580000000001,5966.431928019499,415.82053344912157,16021.341603874818,9334.76160387482,58.56367436381855,2453.025935974721,105.8724756,3238.57190768,-785.545971705279,222.53303192811822,9777.945466412795,6539.3735587327965,378.95337,5766.858435676539,142.73,6236.079999999999,-469.2215643234604,542.6355605968897,16473.73104269314,10180.482536369842
2010,155.272727245,12808.2846556,160.900640864,6895.712926199999,5912.57172818,155.272727245,12808.2846552645,166.55,6853.130000000001,5955.154655264498,816.7970467884995,16838.138650663317,9985.00865066332,43.36889111201109,2496.394827086732,113.4075456,3351.97945328,-855.5846261932679,537.7440724454518,10315.689538858247,6963.710085578248,484.129227,6250.987662676539,150.39,6386.469999999999,-135.48233732346034,490.819211764401,16964.55025445754,10519.401674514924
2011,89.935193535,12898.219846999998,161.418537391,7057.1314617,5841.08838408,89.935193535,12898.2198487995,167.84,7020.970000000001,5877.249848799498,395.81527990226266,17233.953930565578,10212.983930565582,13.91445274126426,2510.3092798279963,117.272232,3469.25168528,-958.9424054520036,193.84613995828997,10509.535678816537,7040.283993536538,637.3088155436643,6888.296478220203,161.06,6547.53,340.7664782202037,441.29384135361136,17405.84409581115,10804.820329329617
2012,67.259225921,12965.4790753,163.738316944,7220.8697845,5744.60929324,67.259225921,12965.4790747205,172.52,7193.490000000002,5771.989074720497,229.2931005318292,17463.247031097406,10269.757031097412,19.79574343398618,2530.1050232619823,119.7427788,3588.99446408,-1058.8894408180176,76.23322810725722,10585.768906923795,6996.774442843795,366.62359375,7254.920071970203,162.75,6710.28,544.6400719702033,389.65340170537894,17795.497497516528,11138.720908143821
2013,61.49414941,13026.973224099998,163.709876975,7384.5796569,5642.39356537,61.49414941,13026.9732241305,172.75,7366.240000000002,5660.733224130498,223.5515835154347,17686.79861461284,10320.558614612846,15.192030669479797,2545.297053931462,121.164984,3710.15944808,-1164.862394148538,140.65458927709096,10726.423496200885,7016.264048120886,281.657962,7536.578033970203,165.37,6875.65,660.9280339702036,344.99125865319553,18140.488756169725,11520.946940085312
2014,44.5832583253,13071.556483199998,167.044070485,7551.6237283,5519.932753069999,44.5832583253,13071.5564824558,176.81,7543.050000000002,5528.506482455797,192.320108166769,17879.118722779607,10336.068722779615,13.03370202837909,2558.330755959841,123.6816576,3833.84110568,-1275.510349720159,195.80143185484292,10922.224928055728,7088.383822375729,230.19779,7766.775823970203,164.96,7040.61,726.1658239702037,807.2751805944322,18947.763936764157,11952.773914444551
2015,27.672367234499998,13099.2288526,172.423150586,7724.046877299999,5375.18196981,27.6723672345,13099.228849690298,182.74,7725.790000000002,5373.438849690297,118.47968844374395,17997.598411223353,10271.80841122336,8.944022635090517,2567.274778594932,126.282204,3960.12330968,-1392.8485310850683,50.0825602564163,10972.307488312144,7012.184178632146,243.042114,8009.817937970203,160.37,7200.98,808.8379379702037,742.4264774008435,19690.190414165,12431.610624920291
2016,27.672367234499998,13126.9012159,172.114469663,7896.1613480000005,5230.73986729,27.6723672345,13126.901216924798,183.26,7909.050000000002,5217.851216924796,222.16800466516884,18219.76641588852,10310.716415888528,3.1270083374182573,2570.40178693235,127.6010424,4087.72435208,-1517.32256514765,218.26217366086473,11190.56966197301,7102.84530989301,472.765773,8482.583710970202,151.58,7352.559999999999,1130.023710970203,679.8185534423403,20370.00896760734,12953.920342159146
2017,38.049504948199996,13164.950722299998,172.73861379399997,8068.899964599999,5096.05075892,38.0495049482,13164.950721872998,183.59,8092.640000000002,5072.310721872996,414.71856250155895,18634.48497839008,10541.844978390087,17.70241293165277,2588.104199864003,132.187428,4219.91178008,-1631.8075802159974,298.29995128360116,11488.869613256611,7268.9578331766115,467.6672945873288,8950.251005557531,155.01,7507.57,1442.6810055575315,616.9620822878961,20986.971049895237,13415.35660086151
2018,33.8217821755,13198.7725017,175.614622823,8244.5145848,4954.25791812,33.8217821755,13198.772504048498,187.89,8280.530000000002,4918.242504048496,236.52354283169973,18871.00852122178,10590.478521221787,6.488321170774347,2594.5925210347773,138.80952,4358.72130008,-1764.128779045223,186.2360845243513,11675.105697780962,7316.384397700963,728.9265756201308,9679.177581177662,162.3,7669.87,2009.3075811776623,559.2862924687507,21546.257342363988,13819.221652418753
2019,18.44823,13217.2207317,175.47632118299998,8419.9909058,4797.22982712,18.44823,13217.220734048498,187.53,8468.060000000003,4749.160734048495,179.39575452169564,19050.404275743473,10582.344275743482,17.391986710277244,2611.9845077450545,142.8635232,4501.58482328,-1889.6003155349451,189.84594997342296,11864.951647754386,7363.366824474386,486.2395803809931,10165.417161558657,163.95,7833.82,2331.597161558655,501.89788791200107,22048.15523027599,14165.686652525503
2020,76.25,13293.4707317,178.73033424657513,8598.721240046574,4694.749491653425,76.25,13293.470734048498,174.82,8642.880000000003,4650.590734048496,159.9093939867892,19210.31366973026,10567.433669730272,20.167456486871767,2632.1519642319263,138.9816,4640.56642328,-2008.4144590480737,54.08732511011195,11919.038972864497,7278.472549584498,409.46155694920594,10574.87871850786,156.22,7990.04,2584.83871850786,450.42044167522886,22498.575671951217,14456.274631300908
