Fuel,Year,Discoveries,Production,Cumulative_Discoveries,Cumulative_Production,Reserves,EI_Reserves,Delta_vs_EI,NegativeFlag
Coal,1942,0.0,39.69,0.0,1272.9500000000003,-1272.9500000000003,,,1
Coal,1943,0.0,40.79,0.0,1313.7400000000002,-1313.7400000000002,,,1
Coal,1944,0.0,39.16,0.0,1352.9000000000003,-1352.9000000000003,,,1
Coal,1945,0.0,31.42,0.0,1384.3200000000004,-1384.3200000000004,,,1
Coal,1946,0.0,33.83,0.0,1418.1500000000003,-1418.1500000000003,,,1
Coal,1947,0.0,38.01,0.0,1456.1600000000003,-1456.1600000000003,,,1
Coal,1948,0.0,39.28,0.0,1495.4400000000003,-1495.4400000000003,,,1
Coal,1949,0.0,37.35,0.0,1532.7900000000002,-1532.7900000000002,,,1
Coal,1950,0.0,40.8,0.0,1573.5900000000001,-1573.5900000000001,,,1
Coal,1951,0.0,42.98,0.0,1616.5700000000002,-1616.5700000000002,,,1
Coal,1952,0.0,42.73,0.0,1659.3000000000002,-1659.3000000000002,,,1
Coal,1953,0.0,42.92,0.0,1702.2200000000003,-1702.2200000000003,,,1
Coal,1954,0.0,42.37,0.0,1744.5900000000001,-1744.5900000000001,,,1
Coal,1955,0.0,46.04,0.0,1790.63,-1790.63,,,1
Coal,1956,0.0,48.65,0.0,1839.2800000000002,-1839.2800000000002,,,1
Coal,1957,0.0,50.02,0.0,1889.3000000000002,-1889.3000000000002,,,1
Coal,1958,0.0,51.6,0.0,1940.9,-1940.9,,,1
Coal,1959,0.0,53.48,0.0,1994.38,-1994.38,,,1
Coal,1960,0.0,55.71,0.0,2050.09,-2050.09,,,1
Coal,1961,0.0,52.49,0.0,2102.58,-2102.58,,,1
Coal,1962,0.0,53.75,0.0,2156.33,-2156.33,,,1
Coal,1963,0.0,55.38,0.0,2211.71,-2211.71,,,1
Coal,1964,0.0,57.83,0.0,2269.54,-2269.54,,,1
Coal,1965,0.0,58.97,0.0,2328.5099999999998,-2328.5099999999998,,,1
Coal,1966,0.0,59.79,0.0,2388.2999999999997,-2388.2999999999997,,,1
Coal,1967,0.0,57.67,0.0,2445.97,-2445.97,,,1
Coal,1968,0.0,59.27,0.0,2505.24,-2505.24,,,1
Coal,1969,0.0,60.47,0.0,2565.7099999999996,-2565.7099999999996,,,1
Coal,1970,0.0,62.89,0.0,2628.5999999999995,-2628.5999999999995,,,1
Coal,1971,0.0,62.32,0.0,2690.9199999999996,-2690.9199999999996,,,1
Coal,1972,0.0,62.1,0.0,2753.0199999999995,-2753.0199999999995,,,1
Coal,1973,0.0,63.21,0.0,2816.2299999999996,-2816.2299999999996,,,1
Coal,1974,0.0,63.77,0.0,2879.9999999999995,-2879.9999999999995,,,1
Coal,1975,0.0,67.56,0.0,2947.5599999999995,-2947.5599999999995,,,1
Coal,1976,0.0,69.48,0.0,3017.0399999999995,-3017.0399999999995,,,1
Coal,1977,0.0,71.59,0.0,3088.6299999999997,-3088.6299999999997,,,1
Coal,1978,0.0,72.7,0.0,3161.3299999999995,-3161.3299999999995,,,1
Coal,1979,0.0,76.97,0.0,3238.2999999999993,-3238.2999999999993,,,1
Coal,1980,0.0,75.49,0.0,3313.789999999999,-3313.789999999999,,,1
Coal,1981,0.0,77.2,0.0,3390.989999999999,-3390.989999999999,,,1
Coal,1982,0.0,79.94,0.0,3470.929999999999,-3470.929999999999,,,1
Coal,1983,0.0,79.69,0.0,3550.619999999999,-3550.619999999999,,,1
Coal,1984,0.0,83.18,0.0,3633.799999999999,-3633.799999999999,,,1
Coal,1985,0.0,87.4,0.0,3721.199999999999,-3721.199999999999,,,1
Coal,1986,0.0,89.47,0.0,3810.6699999999987,-3810.6699999999987,,,1
Coal,1987,0.0,91.16,0.0,3901.8299999999986,-3901.8299999999986,,,1
Coal,1988,0.0,93.37,0.0,3995.1999999999985,-3995.1999999999985,,,1
Coal,1989,0.0,95.02,0.0,4090.2199999999984,-4090.2199999999984,,,1
Coal,1990,0.0,94.84,0.0,4185.059999999999,-4185.059999999999,,,1
Coal,1991,0.0,92.26,0.0,4277.319999999999,-4277.319999999999,,,1
Coal,1992,0.0,92.06,0.0,4369.379999999999,-4369.379999999999,,,1
Coal,1993,0.0,89.29,0.0,4458.669999999999,-4458.669999999999,,,1
Coal,1994,0.0,91.34,0.0,4550.009999999999,-4550.009999999999,,,1
Coal,1995,0.0,94.13,0.0,4644.139999999999,-4644.139999999999,,,1
Coal,1996,0.0,95.4,0.0,4739.539999999999,-4739.539999999999,,,1
Coal,1997,0.0,96.8,0.0,4836.339999999999,-4836.339999999999,,,1
Coal,1998,0.0,95.06,0.0,4931.4,-4931.4,,,1
Coal,1999,0.0,95.09,0.0,5026.49,-5026.49,,,1
Coal,2000,0.0,96.49,0.0,5122.98,-5122.98,,,1
Coal,2001,0.0,100.58,0.0,5223.5599999999995,-5223.5599999999995,,,1
Coal,2002,0.0,101.79,0.0,5325.349999999999,-5325.349999999999,,,1
Coal,2003,0.0,109.26,0.0,5434.61,-5434.61,,,1
Coal,2004,0.0,118.7,0.0,5553.3099999999995,-5553.3099999999995,,,1
Coal,2005,0.0,126.17,0.0,5679.48,-5679.48,,,1
Coal,2006,0.0,132.54,0.0,5812.0199999999995,-5812.0199999999995,,,1
Coal,2007,0.0,138.39,0.0,5950.41,-5950.41,,,1
Coal,2008,0.0,142.94,0.0,6093.349999999999,-6093.349999999999,,,1
Coal,2009,0.0,142.73,0.0,6236.079999999999,-6236.079999999999,,,1
Coal,2010,0.0,150.39,0.0,6386.469999999999,-6386.469999999999,,,1
Coal,2011,0.0,161.06,0.0,6547.53,-6547.53,,,1
Coal,2012,0.0,162.75,0.0,6710.28,-6710.28,,,1
Coal,2013,0.0,165.37,0.0,6875.65,-6875.65,,,1
Coal,2014,0.0,164.96,0.0,7040.61,-7040.61,,,1
Coal,2015,0.0,160.37,0.0,7200.98,-7200.98,,,1
Coal,2016,0.0,151.58,0.0,7352.5599999999995,-7352.5599999999995,,,1
Coal,2017,0.0,155.01,0.0,7507.57,-7507.57,,,1
Coal,2018,0.0,162.3,0.0,7669.87,-7669.87,,,1
Coal,2019,0.0,163.95,0.0,7833.82,-7833.82,,,1
Coal,2020,0.0,156.22,0.0,7990.04,-7990.04,,,1
Coal,2021,0.0,162.5,0.0,8152.54,-8152.54,,,1
Coal,2022,0.0,174.56,0.0,8327.1,-8327.1,,,1
