Fuel,Year,Discoveries,Cumulative_Discoveries,Production,Cumulative_Production,Reserves
Oil,1955,27.64040435924345,968.3736723437064,32.24,505.9100000000001,462.4636723437063
Oil,1956,547.4520285070236,1515.8257008507298,35.09,541.0000000000001,974.8257008507297
Oil,1957,5.860255063791756,1521.6859559145216,36.97,577.9700000000001,943.7159559145215
Oil,1958,26.999915679825822,1548.6858715943474,37.9,615.8700000000001,932.8158715943473
Oil,1959,38.08929494574519,1586.7751665400926,40.9,656.7700000000001,930.0051665400925
Oil,1960,24.26891565534685,1611.0440821954394,44.07,700.8400000000001,910.2040821954392
Oil,1961,58.07559219231431,1669.1196743877538,46.91,747.7500000000001,921.3696743877537
Oil,1962,215.31503963760807,1884.434714025362,50.88,798.6300000000001,1085.8047140253618
Oil,1963,96.21894398909937,1980.6536580144614,54.59,853.2200000000001,1127.4336580144613
Oil,1964,142.22002501972784,2122.873683034189,58.96,912.1800000000002,1210.6936830341888
Oil,1965,150.7100106141503,2273.5836936483392,65.63,977.8100000000002,1295.773693648339
Oil,1966,623.32165132421,2896.9053449725493,71.27,1049.0800000000002,1847.8253449725491
Oil,1967,1137.445291544125,4034.350636516674,76.46,1125.5400000000002,2908.810636516674
Oil,1968,301.97408402687375,4336.324720543548,83.41,1208.9500000000003,3127.374720543548
Oil,1969,982.3781303010214,5318.702850844569,89.79,1298.7400000000002,4019.962850844569
Oil,1970,255.95323177229665,5574.656082616866,98.76,1397.5000000000002,4177.156082616866
Oil,1971,197.34115407976662,5771.997236696633,104.4,1501.9000000000003,4270.0972366966325
Oil,1972,95.9402270934793,5867.937463790113,110.34,1612.2400000000002,4255.697463790113
Oil,1973,172.67807897940358,6040.615542769517,120.4,1732.6400000000003,4307.975542769516
Oil,1974,160.5701516165411,6201.185694386058,120.67,1853.3100000000004,4347.875694386057
Oil,1975,348.5887330209276,6549.7744274069855,114.62,1967.9300000000003,4581.844427406985
Oil,1976,640.7668380874898,7190.541265494476,124.53,2092.4600000000005,5098.081265494475
Oil,1977,237.36892343995726,7427.910188934433,128.88,2221.3400000000006,5206.570188934433
Oil,1978,538.9588605442283,7966.8690494786615,130.05,2351.390000000001,5615.479049478661
Oil,1979,212.80184004401409,8179.670889522676,135.55,2486.940000000001,5692.730889522674
Oil,1980,396.03194779418607,8575.702837316861,129.42,2616.360000000001,5959.342837316861
Oil,1981,176.9093918273083,8752.61222914417,121.96,2738.320000000001,6014.292229144168
Oil,1982,83.50735594100257,8836.119585085173,117.14,2855.460000000001,5980.659585085172
Oil,1983,67.39836685297104,8903.517951938144,115.64,2971.100000000001,5932.417951938143
Oil,1984,158.34710144576323,9061.865053383906,117.91,3089.0100000000007,5972.855053383906
Oil,1985,57.55912121030445,9119.42417459421,116.88,3205.890000000001,5913.53417459421
Oil,1986,175.33894849866886,9294.76312309288,122.65,3328.540000000001,5966.223123092879
Oil,1987,192.4367871457776,9487.199910238658,122.93,3451.4700000000007,6035.729910238657
Oil,1988,158.87702898254346,9646.076939221202,128.19,3579.6600000000008,6066.416939221202
Oil,1989,299.8533156322894,9945.930254853492,129.73,3709.390000000001,6236.540254853491
Oil,1990,176.01679528732691,10121.94705014082,132.22,3841.6100000000006,6280.337050140819
Oil,1991,220.94029620792904,10342.887346348749,131.86,3973.4700000000007,6369.417346348748
Oil,1992,167.67676474600387,10510.564111094753,133.77,4107.240000000001,6403.324111094752
Oil,1993,86.90103989139303,10597.465150986145,133.58,4240.820000000001,6356.6451509861445
Oil,1994,89.55982355395254,10687.024974540098,135.43,4376.250000000001,6310.774974540097
Oil,1995,104.0915496307521,10791.11652417085,137.29,4513.540000000001,6277.576524170849
Oil,1996,266.72506726832887,11057.841591439179,140.94,4654.4800000000005,6403.3615914391785
Oil,1997,209.77542494960295,11267.617016388782,144.08,4798.56,6469.057016388781
Oil,1998,135.59371255274976,11403.21072894153,147.72,4946.280000000001,6456.93072894153
Oil,1999,90.05847955967127,11493.269208501202,144.38,5090.660000000001,6402.6092085012015
Oil,2000,157.68314506609693,11650.9523535673,150.64,5241.300000000001,6409.652353567299
Oil,2001,36.10151385589581,11687.053867423196,150.63,5391.930000000001,6295.1238674231945
Oil,2002,73.41374992939755,11760.467617352593,148.81,5540.740000000002,6219.727617352592
Oil,2003,85.71567423412297,11846.183291586716,155.42,5696.160000000002,6150.023291586715
Oil,2004,79.48163790432551,11925.664929491042,163.21,5859.370000000002,6066.29492949104
Oil,2005,13.37185264269259,11939.036782133735,164.6,6023.970000000002,5915.066782133733
Oil,2006,197.71564957650517,12136.75243171024,166.07,6190.040000000002,5946.712431710238
Oil,2007,53.85845201623923,12190.610883726478,165.73,6355.770000000001,5834.840883726477
Oil,2008,168.70539875012287,12359.3162824766,167.49,6523.260000000001,5836.056282476599
Oil,2009,347.50456424309345,12706.820846719695,163.32,6686.580000000001,6020.240846719694
Oil,2010,136.67607156554163,12843.496918285236,166.55,6853.130000000001,5990.366918285235
Oil,2011,42.979109991042606,12886.47602827628,167.84,7020.970000000001,5865.506028276279
Oil,2012,57.98974664275602,12944.465774919036,172.52,7193.490000000002,5750.975774919034
Oil,2013,158.49969551354206,13102.965470432577,172.75,7366.240000000002,5736.725470432575
Oil,2014,47.99721750269802,13150.962687935275,176.81,7543.050000000002,5607.9126879352725
Oil,2015,23.63944430051352,13174.602132235788,182.74,7725.790000000002,5448.8121322357865
Oil,2016,19.222753508456808,13193.824885744245,183.26,7909.050000000002,5284.774885744243
Oil,2017,141.82632520977225,13335.651210954018,183.59,8092.640000000002,5243.011210954016
Oil,2018,41.206369283333316,13376.85758023735,187.89,8280.530000000002,5096.327580237348
Oil,2019,101.18677840365872,13478.04435864101,187.53,8468.060000000003,5009.984358641006
Oil,2020,113.93531255656242,13591.979671197572,174.82,8642.880000000003,4949.0996711975695
Oil,2021,17.606124572043907,13609.585795769617,177.09,8819.970000000003,4789.615795769614
Oil,2022,30.162773699058558,13639.748569468675,184.52,9004.490000000003,4635.258569468671
Oil,2023,40.04677697090569,13679.79534643958,0.0,9004.490000000003,4675.305346439576
Oil,2024,11.710098528473477,13691.505444968054,0.0,9004.490000000003,4687.01544496805
Oil,2025,0.15256000000000006,13691.658004968054,0.0,9004.490000000003,4687.168004968051
