Fuel,Year,Discoveries,Cumulative_Discoveries,Production,Cumulative_Production,Reserves
Coal,1934,0.9418,102.74436290000001,28.77,992.5699999999999,-889.8256370999999
Coal,1935,18.148,120.89236290000001,30.0,1022.5699999999999,-901.6776371
Coal,1936,1.3461999999999998,122.2385629,32.96,1055.53,-933.2914370999999
Coal,1937,0.11040000000000001,122.3489629,34.63,1090.16,-967.8110371
Coal,1938,4.122,126.4709629,32.31,1122.47,-995.9990371
Coal,1939,2.5208,128.9917629,34.13,1156.6000000000001,-1027.6082371000002
Coal,1940,13.0852,142.0769629,37.64,1194.2400000000002,-1052.1630371
Coal,1941,3.7727,145.8496629,39.02,1233.2600000000002,-1087.4103371
Coal,1942,1.2558,147.1054629,39.69,1272.9500000000003,-1125.8445371000003
Coal,1943,22.312500000000004,169.4179629,40.79,1313.7400000000002,-1144.3220371000002
Coal,1944,18.959500000000002,188.37746289999998,39.16,1352.9000000000003,-1164.5225371000004
Coal,1945,0.4588,188.83626289999998,31.42,1384.3200000000004,-1195.4837371000003
Coal,1946,0.6559,189.49216289999998,33.83,1418.1500000000003,-1228.6578371000003
Coal,1947,12.4728,201.9649629,38.01,1456.1600000000003,-1254.1950371000003
Coal,1948,13.4452,215.4101629,39.28,1495.4400000000003,-1280.0298371000003
Coal,1949,22.717,238.12716289999997,37.35,1532.7900000000002,-1294.6628371000002
Coal,1950,194.94739,433.07455289999996,40.8,1573.5900000000001,-1140.5154471
Coal,1951,6.1175999999999995,439.19215289999994,42.98,1616.5700000000002,-1177.3778471000003
Coal,1952,27.9488,467.14095289999995,42.73,1659.3000000000002,-1192.1590471000002
Coal,1953,11.651484,478.7924368999999,42.92,1702.2200000000003,-1223.4275631000003
Coal,1954,19.6757,498.46813689999993,42.37,1744.5900000000001,-1246.1218631000002
Coal,1955,51.52309999999999,549.9912368999999,46.04,1790.63,-1240.6387631000002
Coal,1956,46.503370000000004,596.4946068999999,48.65,1839.2800000000002,-1242.7853931000004
Coal,1957,45.333,641.8276068999999,50.02,1889.3000000000002,-1247.4723931000003
Coal,1958,88.4569,730.2845068999999,51.6,1940.9,-1210.6154931
Coal,1959,15.5957,745.8802068999998,53.48,1994.38,-1248.4997931000003
Coal,1960,35.513400000000004,781.3936068999999,55.71,2050.09,-1268.6963931000003
Coal,1961,12.859969999999999,794.2535768999999,52.49,2102.58,-1308.3264231
Coal,1962,11.279900000000001,805.5334768999999,53.75,2156.33,-1350.7965231
Coal,1963,8.024000000000001,813.5574768999999,55.38,2211.71,-1398.1525231
Coal,1964,35.394328,848.9518048999998,57.83,2269.54,-1420.5881951000001
Coal,1965,14.6662,863.6180048999998,58.97,2328.5099999999998,-1464.8919950999998
Coal,1966,31.6368,895.2548048999998,59.79,2388.2999999999997,-1493.0451951
Coal,1967,16.4488,911.7036048999998,57.67,2445.97,-1534.2663951
Coal,1968,25.6573,937.3609048999998,59.27,2505.24,-1567.8790951
Coal,1969,22.1634,959.5243048999998,60.47,2565.7099999999996,-1606.1856950999997
Coal,1970,63.82399999999999,1023.3483048999998,62.89,2628.5999999999995,-1605.2516950999998
Coal,1971,28.232499999999998,1051.5808048999997,62.32,2690.9199999999996,-1639.3391950999999
Coal,1972,79.22991,1130.8107148999998,62.1,2753.0199999999995,-1622.2092850999998
Coal,1973,49.8837,1180.6944148999999,63.21,2816.2299999999996,-1635.5355850999997
Coal,1974,48.991200000000006,1229.6856148999998,63.77,2879.9999999999995,-1650.3143850999998
Coal,1975,102.15692200000001,1331.8425368999997,67.56,2947.5599999999995,-1615.7174630999998
Coal,1976,42.9508,1374.7933368999998,69.48,3017.0399999999995,-1642.2466630999998
Coal,1977,73.28228,1448.0756168999997,71.59,3088.6299999999997,-1640.5543831
Coal,1978,91.2398,1539.3154168999997,72.7,3161.3299999999995,-1622.0145830999998
Coal,1979,103.97390000000001,1643.2893168999997,76.97,3238.2999999999993,-1595.0106830999996
Coal,1980,111.11584,1754.4051568999996,75.49,3313.789999999999,-1559.3848430999994
Coal,1981,157.76878999999997,1912.1739468999995,77.2,3390.989999999999,-1478.8160530999994
Coal,1982,122.9122,2035.0861468999994,79.94,3470.929999999999,-1435.8438530999995
Coal,1983,71.53724000000001,2106.6233868999993,79.69,3550.619999999999,-1443.9966130999996
Coal,1984,73.24974999999999,2179.8731368999993,83.18,3633.799999999999,-1453.9268630999995
Coal,1985,95.678119,2275.5512558999994,87.4,3721.199999999999,-1445.6487440999995
