Year,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves
2019,18.44823,13217.220734048498,187.53,8468.060000000003,4749.160734048495,17.391986710277244,2611.9845077450545,142.8635232,4501.58482328,-1889.6003155349454,486.2395803809931,10165.417161558655,163.95,7833.82,2331.597161558655
2020,76.25,13293.470734048498,174.82,8642.880000000003,4650.5907340484955,20.167456486871767,2632.1519642319263,138.9816,4640.56642328,-2008.4144590480737,409.46155694920594,10574.87871850786,156.22,7990.04,2584.83871850786
2021,28.669999999999998,13322.140734048498,177.09,8819.970000000003,4502.170734048495,3.2197231526790144,2635.371687384605,145.9231308,4786.48955408,-2151.1178666953947,561.6865555873287,11136.565274095188,162.5,8152.54,2984.0252740951883
2022,122.0,13444.140734048498,184.52,9004.490000000003,4439.650734048495,8.65080796772211,2644.022495352327,145.577376,4932.06693008,-2288.044434727673,314.55453114219796,11451.119805237386,174.56,8327.1,3124.0198052373853
2023,18.299999999999997,13462.440734048498,0.0,9004.490000000003,4457.950734048494,6.458879330579592,2650.481374682907,0.0,4932.06693008,-2281.5855553970932,560.99576,12012.115565237385,0.0,8327.1,3685.015565237385
2024,18.299999999999997,13480.740734048497,0.0,9004.490000000003,4476.2507340484935,1.5329385902560322,2652.0143132731628,0.0,4932.06693008,-2280.0526168068372,534.381875,12546.497440237385,0.0,8327.1,4219.397440237384
2025,,,,,,0.03679991304337552,2652.0511131862063,0.0,4932.06693008,-2280.0158168937937,387.70667138270545,12934.20411162009,0.0,8327.1,4607.10411162009
2026,,,,,,,,,,,189.8382324657534,13124.042344085845,0.0,8327.1,4796.9423440858445
2027,,,,,,,,,,,114.12432203965852,13238.166666125504,0.0,8327.1,4911.066666125504
2028,,,,,,,,,,,71.612,13309.778666125503,0.0,8327.1,4982.678666125503
2029,,,,,,,,,,,21.2051,13330.983766125502,0.0,8327.1,5003.883766125502
2030,,,,,,,,,,,17.2601,13348.243866125502,0.0,8327.1,5021.1438661255015
2031,,,,,,,,,,,0.022125000000000002,13348.265991125501,0.0,8327.1,5021.165991125501
2032,,,,,,,,,,,8.651201910786996,13356.917193036288,0.0,8327.1,5029.817193036288
2033,,,,,,,,,,,3605.356154396162,16962.27334743245,0.0,8327.1,8635.173347432448
2034,,,,,,,,,,,8.047,16970.320347432447,0.0,8327.1,8643.220347432447
2035,,,,,,,,,,,2.08,16972.40034743245,0.0,8327.1,8645.300347432449
2038,,,,,,,,,,,3.8639999999999994,16976.26434743245,0.0,8327.1,8649.16434743245
2039,,,,,,,,,,,1.481,16977.74534743245,0.0,8327.1,8650.64534743245
2043,,,,,,,,,,,1.1394682970578864,16978.884815729507,0.0,8327.1,8651.784815729507
2053,,,,,,,,,,,1.357,16980.241815729507,0.0,8327.1,8653.141815729507
2078,,,,,,,,,,,4.813361403426924,16985.055177132934,0.0,8327.1,8657.955177132933
